Facility Id,Facility Name_x,Latitude,Longitude,Unit Name,Primary NAICS Code_y,Unit CO2 emissions (non-biogenic),Specific Fuel Type
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,29.742498,-95.165513,GP-Pasadena,325199.0,43208.7,Natural Gas (Weighted U.S. Average)
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,29.742498,-95.165513,GP-Pasadena,325199.0,43208.7,Distillate Fuel Oil No. 2
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,29.742498,-95.165513,GP-Pasadena,325199.0,43208.7,Motor Gasoline
1004732,AMERICAN ACRYL PASADENA,29.608982,-95.054226,CP-Americanacryl,325199.0,81634.6,Natural Gas (Weighted U.S. Average)
1006644,ARKEMA BEAUMONT PLANT,30.060226,-94.058976,GP-Beaumont Combustion Sources,325199.0,84233.3,Natural Gas (Weighted U.S. Average)
1002190,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU FACILITY,29.2567,-95.2144,CP-1,325199.0,275566.8,Natural Gas (Weighted U.S. Average)
1001934,BASF FREEPORT SITE,29.002075,-95.399777,5-1-H1A,325199.0,25292.3,Fuel Gas
1001934,BASF FREEPORT SITE,29.002075,-95.399777,CP-12 INCH / CP-8 INCH,325199.0,620502.5,Natural Gas (Weighted U.S. Average)
1006867,CLEAR LAKE PLANT,29.624369,-95.062877,14BOILERNG,325199.0,38875.3,Natural Gas (Weighted U.S. Average)
1006867,CLEAR LAKE PLANT,29.624369,-95.062877,49MN-1621,325199.0,386.7,Natural Gas (Weighted U.S. Average)
1006867,CLEAR LAKE PLANT,29.624369,-95.062877,CP-WSBNG,325199.0,245477.6,Natural Gas (Weighted U.S. Average)
1006867,CLEAR LAKE PLANT,29.624369,-95.062877,GP-FWP,325199.0,48.7,Distillate Fuel Oil No. 2
1006867,CLEAR LAKE PLANT,29.624369,-95.062877,REFORM,325199.0,262404.5,Natural Gas (Weighted U.S. Average)
1014610,Cheyenne Renewable Diesel Company LLC,41.1275,-104.7892,East H2 Waste Gas,325199.0,68638.8,Fuel Gas
1014610,Cheyenne Renewable Diesel Company LLC,41.1275,-104.7892,GP-DieselEngines,325199.0,12.0,Distillate Fuel Oil No. 2
1014610,Cheyenne Renewable Diesel Company LLC,41.1275,-104.7892,GP-FuelGas,325199.0,44127.2,Fuel Gas
1014610,Cheyenne Renewable Diesel Company LLC,41.1275,-104.7892,West H2 Waste Gas,325199.0,12839.1,Fuel Gas
1007805,Corteva agriscience - Pittsburg Operations,38.023129,-121.855352,CP- Natural Gas Use,325199.0,26193.9,Natural Gas (Weighted U.S. Average)
1007805,Corteva agriscience - Pittsburg Operations,38.023129,-121.855352,GP- Diesel Usage,325199.0,0.0,Distillate Fuel Oil No. 2
1007805,Corteva agriscience - Pittsburg Operations,38.023129,-121.855352,GP- Gasoline Use,325199.0,0.0,Motor Gasoline
1005947,Dixie Chemical Company,29.612017,-95.050481,GP-Dixie Chemical,325199.0,44837.4,Natural Gas (Weighted U.S. Average)
1006656,EQUISTAR CHEMICALS LIMITED PARTNERSHIP BAYPORT PLANT,29.627167,-95.080194,Flare (EPN P-15),325199.0,9577.1,Natural Gas (Weighted U.S. Average)
1006656,EQUISTAR CHEMICALS LIMITED PARTNERSHIP BAYPORT PLANT,29.627167,-95.080194,"Package Boiler, EPN P-25",325199.0,8321.3,Natural Gas (Weighted U.S. Average)
1007438,Eastman Chemical - Texas Operations,32.4472,-94.6917,1,325199.0,657879.9,Natural Gas (Weighted U.S. Average)
1007438,Eastman Chemical - Texas Operations,32.4472,-94.6917,2,325199.0,720969.8,Natural Gas (Weighted U.S. Average)
1007438,Eastman Chemical - Texas Operations,32.4472,-94.6917,3AWHB-B5A,325199.0,1546.1,Fuel Gas
1007438,Eastman Chemical - Texas Operations,32.4472,-94.6917,3AWHB-B5B,325199.0,2766.6,Fuel Gas
1007438,Eastman Chemical - Texas Operations,32.4472,-94.6917,3H-1A,325199.0,15474.3,Fuel Gas
