Facility Id,Facility Name_x,Latitude,Longitude,Unit Name,Primary NAICS Code_y,Unit CO2 emissions (non-biogenic),Specific Fuel Type
1005353,ABERDEEN ENERGY LLC,45.442417,-98.787139,CP-001,325193.0,197724.0,Natural Gas (Weighted U.S. Average)
1007263,ALTO COLUMBIA LLC,45.855921,-119.656083,GP-1,325193.0,38570.6,Natural Gas (Weighted U.S. Average)
1007264,ALTO MAGIC VALLEY LLC,42.521324,-113.815693,GP-1,325193.0,44381.0,Natural Gas (Weighted U.S. Average)
1012089,"Aemetis Advanced Fuels Keyes, Inc.",37.553007,-120.916475,GP-Multiple Units,325193.0,40527.0,Natural Gas (Weighted U.S. Average)
1010658,Aurora Ethanol Complex,40.86801,-98.0364,GP-Aurora West Boilers,325193.0,52272.7,Natural Gas (Weighted U.S. Average)
1010658,Aurora Ethanol Complex,40.86801,-98.0364,GP-Aurora West Dryers_RTOs,325193.0,50661.7,Natural Gas (Weighted U.S. Average)
1002349,BRIDGEPORT ETHANOL LLC,41.6559,-103.09363,Boiler,325193.0,53732.4,Natural Gas (Weighted U.S. Average)
1000063,CHIEF ETHANOL FUELS INC,40.585,-98.318889,Natural Gas Boiler,325193.0,82119.0,Natural Gas (Weighted U.S. Average)
1000063,CHIEF ETHANOL FUELS INC,40.585,-98.318889,Natural Gas Boiler #2 (Rentech),325193.0,38866.9,Natural Gas (Weighted U.S. Average)
1003954,"CIE Norfolk GNS, LLC",42.06672,-97.3815,"CP-Dryer A, Dryer B, and TO",325193.0,61090.6,Natural Gas (Weighted U.S. Average)
1007523,"Chief Ethanol Fuels, Inc.",40.746088,-99.767869,GP-Rentals,325193.0,22589.3,Natural Gas (Weighted U.S. Average)
1007523,"Chief Ethanol Fuels, Inc.",40.746088,-99.767869,Natural Gas Boiler (Victory),325193.0,29802.0,Natural Gas (Weighted U.S. Average)
1007523,"Chief Ethanol Fuels, Inc.",40.746088,-99.767869,Superior #5002,325193.0,19074.1,Natural Gas (Weighted U.S. Average)
1002585,"DAKOTA ETHANOL, LLC",43.976389,-96.95333,CP-Natural Gas Meter Reading,325193.0,103177.2,Natural Gas (Weighted U.S. Average)
1002962,E ENERGY ADAMS,40.4842,-96.5459,Auxiliary Boiler,325193.0,23743.2,Natural Gas (Weighted U.S. Average)
1002962,E ENERGY ADAMS,40.4842,-96.5459,GP- RTO&DryerC,325193.0,21153.0,Natural Gas (Weighted U.S. Average)
