LOAD_AREA,Total_VMT,HD_VMT,LD_VMT
ID_S_OR_E,65.77230417438204,14.515267128139486,51.25703704624256
OR_PDX,5238938332.033629,314232606.68659204,4924705725.347037
OR_WA_BPA,10478218617.451876,1185328965.703332,9292889651.748543
WA_ID_AVA,9798990391.654343,882342113.708104,8916648277.94624
WA_N_CEN,8217517487.3985615,1284792282.413909,6932725204.9846525
WA_SEATAC,44871636614.99435,2305880436.508134,42565756178.48621
WA_W,33492195293.0021,2656171736.889035,30836023556.113068
