LOAD_AREA,Total_VMT,HD_VMT,LD_VMT
ID_S_OR_E,1212284144.0342004,375550653.4759591,836733490.5582414
OR_E,2951045374.672226,473672399.11702937,2477372975.555197
OR_PDX,12635996530.217358,1096102571.9798179,11539893958.23754
OR_W,15237183088.25357,1962220056.4765682,13274963031.777002
OR_WA_BPA,2571014427.731244,702293691.0690097,1868720736.6622343
WA_ID_AVA,40.14378565126077,0.0,40.14378565126077
WA_W,32428.467570556877,3140.287322753427,29288.18024780345
