LOAD_AREA,Total_VMT,HD_VMT,LD_VMT
AZ_APS_E,83204.07647655647,1105.379012814644,82098.69746374182
AZ_NM_N,2992308476.13957,496410252.33172685,2495898223.807843
AZ_SE,1017599.6473134166,68398.85428977427,949200.7930236423
CO_E,1006216.8646720432,379298.458772333,626918.4058997103
CO_SW,466350.0797415876,14775.624682029047,451574.4550595585
NM_N,16180963867.7199,2728510424.6534834,13452453443.066418
NM_S_TX_EPE,5505612788.655005,983244024.334379,4522368764.320626
