Facility Id,Facility Name_x,Latitude,Longitude,Unit Name,Primary NAICS Code_y,Unit CO2 emissions (non-biogenic),Specific Fuel Type
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 22 Alky Splitter Furnace,324110.0,5518.4,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 26 DeC4 Reboiler Furnace,324110.0,26890.9,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 28 Crude Furnace,324110.0,70641.7,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 29 DeC4 Reboiler Furnace,324110.0,31.2,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 36 LCO HDS Furnace,324110.0,10236.6,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 4 Dehydrator Heater,324110.0,66.4,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 40 Boiler,324110.0,71.5,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 40 Superheater,324110.0,5236.2,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 40 Superheater No. 1,324110.0,16763.4,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 42 Reactor Charge Heater East,324110.0,9217.1,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 42 Reactor Charge Heater West,324110.0,9754.2,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 5-A Feed Heater,324110.0,606.4,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 50 Charge Heater,324110.0,71530.4,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 51 Charge Heater,324110.0,127669.2,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 7 Charge Furnace,324110.0,5373.0,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 7 No. 1 Reheater,324110.0,7492.1,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 7 No. 2 Reheater,324110.0,4149.5,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 7 No. 3 Reheater,324110.0,1916.8,Fuel Gas
1006301,BORGER REFINERY,35.70306,-101.36305,Unit 9 Crude Furnace,324110.0,42656.0,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#1 Reformer Heater,324110.0,217880.1,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#2 Diesel HDS Charge Heater,324110.0,7090.5,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#2 Reformer Heater,324110.0,48884.6,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#2 Tail Gas Unit,324110.0,6249.1,Natural Gas (Weighted U.S. Average)
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#3DHDS,324110.0,9051.9,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#4 Boiler,324110.0,40811.9,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#5 Boiler,324110.0,72364.6,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#6 Boiler,324110.0,54480.4,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,#7 Boiler,324110.0,43565.7,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Crude Unit Heater,324110.0,226583.2,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Diesel HDS Charge Heater,324110.0,12416.0,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Diesel HDS Stabilizer Reboiler,324110.0,19296.3,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Dock Vapor Combustor,324110.0,6226.2,Natural Gas (Weighted U.S. Average)
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Dock Vapor Combustor,324110.0,6226.2,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,East Coker Heater,324110.0,62491.4,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,GP-Comfort Heating,324110.0,113.6,Natural Gas (Weighted U.S. Average)
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,GP-Comfort Heating,324110.0,113.6,Propane
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,GP-Knock Engines,324110.0,56.8,Natural Gas (Weighted U.S. Average)
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,GP-Knock Engines,324110.0,56.8,Naphtha (<401 deg F)
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,H/C First Stage Fractionation Reboiler,324110.0,50837.4,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,H/C R-1 Heater,324110.0,24178.4,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,H/C R-4 Heater,324110.0,20898.7,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,H/C Second Stage Fractionation Reboiler,324110.0,67972.1,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Isomerization IHT Heater,324110.0,2455.5,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Naphtha HDS Charge Heater,324110.0,25023.3,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Naphtha HDS Stripper Reboiler,324110.0,25468.9,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,North Vacuum Heater,324110.0,37803.6,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,South Vacuum Heater,324110.0,63864.5,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Sulfur Plant Incinerator,324110.0,6383.5,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Truck Rack Vapor Combustor,324110.0,3100.7,Natural Gas (Weighted U.S. Average)
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,Truck Rack Vapor Combustor,324110.0,3100.7,Fuel Gas
1006468,BP CHERRY POINT REFINERY,48.884,-122.735,West Coker Heater,324110.0,62746.4,Fuel Gas
1011920,Buckeye Texas Processing LLC,27.818373,-97.502778,GP-Boilers-Heaters,324110.0,93002.9,Fuel Gas
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,CP-1 RFG V-475,324110.0,445864.8,Fuel Gas
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,CP-2 RFG V-701,324110.0,466572.9,Fuel Gas
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,CP-3 RFG V-870,324110.0,600736.4,Fuel Gas
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,CP-4 Refinery NG Total,324110.0,587114.4,Natural Gas (Weighted U.S. Average)
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,CP-6 Cogen LPG,324110.0,0.0,Propane Gas
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,EPA-Marine Loading ERD,324110.0,13757.5,Fuel Gas
1003610,CHEVRON PRODS.CO. RICHMOND REFY,37.938779,-122.396453,GP-1 Diesel Engines,324110.0,3560.4,Distillate Fuel Oil No. 2
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,CP-1 Total RFG Flow,324110.0,381937.6,Fuel Gas
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,CP-2 NG to Ref Compressors,324110.0,4409.4,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,East Air Compressor,324110.0,30.5,Distillate Fuel Oil No. 2
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Nat Gas to F68220,324110.0,705.9,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Nat Gas to F68250,324110.0,2357.5,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Nat Gas to SRU Main Burner,324110.0,452.5,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Nat Gas to SRU Reheater,324110.0,327.9,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,NG to RTO,324110.0,863.4,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,No. 5 NG,324110.0,859.4,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,No. 6 NG,324110.0,510.5,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,No. 7 NG,324110.0,11.6,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Octane Engines for Lab,324110.0,11.1,Motor Gasoline
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Vapor Combustion Unit,324110.0,522.7,Natural Gas (Weighted U.S. Average)
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,Vapor Combustion Unit,324110.0,522.7,Heavy Gas Oils
1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,40.824668,-111.930772,West Air Compressor,324110.0,40.2,Distillate Fuel Oil No. 2
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,A Train DB Fuel Gas,324110.0,5483.9,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,B Train DB Fuel Gas,324110.0,11859.1,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,C Train DB Fuel Gas,324110.0,9630.5,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,Cogen Aux Boiler,324110.0,17900.2,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,CP-6 Refinery Natural Gas - Tier 2,324110.0,127956.2,Natural Gas (Weighted U.S. Average)
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,CP-9 Cogen Natural Gas- Tier 2,324110.0,785110.0,Natural Gas (Weighted U.S. Average)
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,D Train DB Fuel Gas,324110.0,1198.3,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,D Train DB Natural Gas,324110.0,9735.3,Natural Gas (Weighted U.S. Average)
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,ETP F-707,324110.0,1553.1,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,F1005 - Unit 9 Incinerator LPG,324110.0,90.8,Liquefied petroleum gases (LPG)
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,GP-1 V1800 Fuel Gas,324110.0,189126.5,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,GP-2 V846 Fuel Gas,324110.0,414796.2,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,GP-3 V500 Fuel Gas,324110.0,182374.8,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,GP-4 - Diesel IC Engines,324110.0,4.0,Distillate Fuel Oil No. 2
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,GP-5 Lab Octane Test Engines,324110.0,16.2,Motor Gasoline
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,GP-6 Incinerator Thermal Oxidizer,324110.0,1471.9,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,Iso F-720,324110.0,173711.4,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,LPD F-201A,324110.0,20037.9,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,LPD F-301B,324110.0,90163.6,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,LSFO F-1100A,324110.0,100785.6,Fuel Gas
1007978,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",33.9082,-118.4085,LSFO F-1100B,324110.0,111173.4,Fuel Gas
1006671,CHS INC LAUREL REFINERY,45.65922,-108.76778,CP-1,324110.0,440946.3,Fuel Gas
1006671,CHS INC LAUREL REFINERY,45.65922,-108.76778,CP-2,324110.0,38414.5,Fuel Gas
1006671,CHS INC LAUREL REFINERY,45.65922,-108.76778,GP-1,324110.0,18910.9,Natural Gas (Weighted U.S. Average)
1002970,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,27.8103,-97.49828,CP-WPStationaryCombustion,324110.0,411236.6,Fuel Gas
1007965,CITGO CORPUS CHRISTI REFINERY EAST PLANT,27.80962,-97.425869,CP-4PlatFG,324110.0,93187.8,Fuel Gas
1007965,CITGO CORPUS CHRISTI REFINERY EAST PLANT,27.80962,-97.425869,CP-ADPFG,324110.0,5086.9,Fuel Gas
1007965,CITGO CORPUS CHRISTI REFINERY EAST PLANT,27.80962,-97.425869,CP-CumeneFG,324110.0,23216.4,Fuel Gas
1007965,CITGO CORPUS CHRISTI REFINERY EAST PLANT,27.80962,-97.425869,CP-EP2FG,324110.0,399322.9,Fuel Gas
1007965,CITGO CORPUS CHRISTI REFINERY EAST PLANT,27.80962,-97.425869,CP-HydrarFG,324110.0,4291.6,Fuel Gas
1007965,CITGO CORPUS CHRISTI REFINERY EAST PLANT,27.80962,-97.425869,CP-PG,324110.0,11997.5,Fuel Gas
1007739,"Calumet Montana Refining, LLC",47.523611,-111.294167,CP-1,324110.0,4.5,Fuel Gas
1007739,"Calumet Montana Refining, LLC",47.523611,-111.294167,GP-1,324110.0,6230.1,Natural Gas (Weighted U.S. Average)
1007739,"Calumet Montana Refining, LLC",47.523611,-111.294167,GP-2,324110.0,92377.5,Fuel Gas
1012506,Corpus Christi Terminal Condensate Splitter,27.811804,-97.435631,H-1A,324110.0,30871.6,Fuel Gas
1012506,Corpus Christi Terminal Condensate Splitter,27.811804,-97.435631,H-1B,324110.0,32239.5,Fuel Gas
1012506,Corpus Christi Terminal Condensate Splitter,27.811804,-97.435631,H-3,324110.0,419.8,Natural Gas (Weighted U.S. Average)
1012506,Corpus Christi Terminal Condensate Splitter,27.811804,-97.435631,H-4,324110.0,235.1,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,100-H1,324110.0,27244.9,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,100-H2,324110.0,25469.6,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,14-H-1401,324110.0,23080.3,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,160H-1,324110.0,3977.3,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,160H-2,324110.0,2832.2,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,440h-1,324110.0,16106.6,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,54 F-1,324110.0,70473.2,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,54 F-2,324110.0,87886.7,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,54 H-101,324110.0,8424.8,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,54 H-102,324110.0,7624.8,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,6F-2,324110.0,35185.3,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,6F1-A,324110.0,0.0,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,6F1-B,324110.0,7621.8,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,F-2201,324110.0,8732.3,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-047,324110.0,3756.6,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1001,324110.0,3531.0,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1002,324110.0,1829.0,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-101,324110.0,13772.9,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-102,324110.0,9691.2,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1102,324110.0,19284.9,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1401,324110.0,16041.8,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1402,324110.0,18640.2,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1501A,324110.0,6963.3,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-1501B,324110.0,6522.6,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-201,324110.0,27706.1,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-202,324110.0,26035.7,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-203,324110.0,15992.7,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-204,324110.0,14499.9,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-205,324110.0,7755.9,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-28001,324110.0,4820.3,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-28002,324110.0,9237.8,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-401,324110.0,1589.6,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-501,324110.0,3082.9,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-502,324110.0,3578.1,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-504,324110.0,4684.2,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-505A,324110.0,8561.4,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-505B,324110.0,2865.1,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,H-506,324110.0,56.3,Fuel Gas
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,SRU TGI V-008,324110.0,3290.6,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,SRU TGI V-009,324110.0,6061.0,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,VCU-1,324110.0,1342.4,Natural Gas (Weighted U.S. Average)
1008310,DIAMOND SHAMROCK REFINING VALERO,28.456667,-98.190277,VCU-2,324110.0,0.0,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,CDUCT1,324110.0,56913.1,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,CDUCT1,324110.0,56913.1,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,CDUCT2,324110.0,50378.2,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,CDUCT2,324110.0,50378.2,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,CTURB1,324110.0,395364.2,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,CTURB2,324110.0,488269.1,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,F1664B,324110.0,5727.5,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H1000,324110.0,35443.6,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H1010,324110.0,19982.6,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H1011,324110.0,22743.3,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H1100,324110.0,13870.7,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H1170,324110.0,15384.0,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H1300,324110.0,39452.6,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H31001,324110.0,49130.8,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H31002,324110.0,43720.0,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H31003,324110.0,52148.1,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H3300,324110.0,5336.8,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H36100,324110.0,26779.8,Natural Gas (Weighted U.S. Average)
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H36100,324110.0,26779.8,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5100,324110.0,125397.2,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5101,324110.0,131227.5,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5102,324110.0,28838.4,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5103,324110.0,29924.4,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5104,324110.0,58296.2,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5105,324110.0,15628.5,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5200,324110.0,15889.3,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5301,324110.0,78944.5,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5302,324110.0,75169.2,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5303,324110.0,39483.2,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5304,324110.0,22800.5,Fuel Gas
1014559,Deer Park Refining Limited Partnership,29.722222,-95.126944,H5305,324110.0,23731.8,Fuel Gas
