,0S9,0V7,1V6,ABQ,AFO,ANK,APA,APC,ASE,AST,AUN,AVQ,AWO,BDN,BDU,BFI,BFL,BIH,BIL,BJC,BLH,BLI,BOI,BTF,BUR,BVS,BZN,C83,CCB,CCR,CFO,CGZ,CHD,CIC,CLM,CMA,CNO,COD,COS,CPR,CRQ,CVH,CVO,DIJ,DRO,DVO,DVT,E16,EDU,EGE,EIK,ELP,EMT,ENV,EUG,F70,FAT,FCH,FFZ,FHR,FLG,FMN,FNL,GEU,GJT,GPI,GXY,GYR,HAF,HDN,HHR,HII,HIO,HJO,HLN,HND,HQM,HVR,HWD,IDA,IPL,IWA,IYK,IZA,JAC,KLS,L35,LAA,LAR,LAS,LAX,LGB,LHM,LMT,LRU,LVK,LWS,MAE,MAN,MCC,MCE,MER,MFR,MHR,MMH,MMV,MOD,MRY,MTJ,MYF,O22,O61,OGD,OKB,OLM,OLS,ONP,ORS,OXR,P19,PAE,PAN,PAO,PGS,PHX,PIH,PLU,POC,PRB,PSC,PSO,PSP,PTV,PUB,PUW,PVF,PWT,RAL,RAP,RBG,RDD,REI,RHV,RIL,RNO,RNT,RTN,RYN,S21,S50,SAC,SAF,SAN,SBA,SBD,SBP,SCK,SDL,SDM,SEE,SEZ,SFF,SGU,SHR,SJC,SKX,SLE,SMO,SMX,SNA,SNS,SPF,SPK,SQL,SRR,STS,SZT,TCY,TIW,TOA,TRK,TRM,TUS,U42,UAO,UDD,VGT,VIS,VNY,VUO,WLW,WMC,WVI,YKM,YUM,67L,AEG,AJO,ALS,APV,BNO,BTM,CDC,CLS,CNY,COE,CTB,CXP,CYS,DEN,DMN,DWA,EAT,ELY,EUL,FUL,GCN,GEG,GNT,GOO,GTF,HAE,IFP,INW,L52,LGU,LHX,LMO,LND,LWT,MHV,MSO,NID,NTD,O69,OAK,ONO,ONT,OTH,PDX,PRC,PVU,RIV,RTS,RXE,SEA,SJN,SLC,SMN,SOW,STK,SUN,SZP,TAD,TEX,TMK,TPH,TTD,TVL,TWF,VCV,WHP,WJF,ACV,ALM,CXL,DMA,ELN,EVW,FHU,GUC,GUP,IGM,LGD,MIT,NZY,RDM,RIW,RLD,RWL,SFO,SKA,SMF,DAG,HRF,HRI,LUF,LVS,MWH,MYV,PMD,RBL,RKS,RNM,S43,SBS,SUU,UKI,BYG,CEC,DLS,E25,GCC,L45,LSN,MEV,OVE,PGA,TNP,3S8,6S8,ALW,CEZ,ITR,P20,SAA,SAD,SVC,FLX,JER,OMK,TCM,EKO,MUO,PUC,VEL,RCE,SIY,BKE,BWC,LPC,PNA,AEJ,NLC,PDT,SLI,BYI,DGW,MYL,TNX,LSV,TSP,EKS,HMT,EDW,LVM,4V0,CAG,74V,NUW,BDG,EAN,EKA,HMN,NJK,S39,FOT,SUO,DLN,HIF,RQB,TOR,MZJ,INS,NKX,NUQ,WRL,BAB,VBG,GRF,RCA,RQE,BIF,NFL,DWX,WYS,NFG,FCS,E91,NXP
LONGITUDE,-122.810997009,-110.228444,-105.108562,-106.61,-110.94222222,-106.049004,-104.84805556,-122.28055556,-106.86833333,-123.87861111,-121.08166667,-111.216199,-122.158442,-121.2009964,-105.226025,-122.30194444,-119.0575,-118.36361111,-108.54361111,-105.11694444,-114.71694444,-122.5375,-116.22277778,-111.927001953,-118.35861111,-122.420998,-111.15027778,-121.621699,-117.688004,-122.05694444,-104.537639,-111.76694444,-111.81111111,-121.85888889,-123.49972222,-119.094002,-117.63638889,-109.02388889,-104.70083333,-106.46361111,-117.279999,-121.410003662,-123.28944444,-111.096829,-107.75388889,-122.55599975586,-112.0825,-121.5970001,-121.786489,-106.91583333,-105.047996521,-106.37333333,-118.03472222,-114.02861111,-123.21083333,-117.127998,-119.71888889,-119.82027778,-111.727996826,-123.024645,-111.66916667,-108.23111111,-105.01138889,-112.29499816894533,-108.51444444,-114.25599670410156,-104.633003235,-112.37527778,-122.50111111,-107.21777778,-118.335,-114.35833333,-122.95055556,-119.6279984,-111.98333333,-115.134002686,-123.93666667,-109.75916667,-122.12166667,-112.05861111,-115.57888889,-111.654999,-117.82944444,-120.0759964,-110.73777778,-122.89833333,-116.856003,-102.68861111,-105.67277778,-115.15222222,-118.40888889,-118.15194444,-121.350998,-121.73333333,-106.92194444,-121.82027778,-117.00694444,-120.1125,-116.523003,-121.40055556,-120.51388889,-120.56555556,-122.87333333,-121.29694444,-118.85138889,-123.1360016,-120.95444444,-121.84194444,-107.89444444,-117.13944444,-120.415000916,-120.987999,-112.01277778,-117.351683,-122.9025,-110.84777778,-124.05805556,-122.910004,-119.20722222,-111.915795,-122.28222222,-111.33899688721,-122.115,-113.24666667,-112.01194444,-112.605,-122.287003,-117.78166667,-120.6275,-119.11888889,-107.0559998,-116.50666667,-119.06277778,-104.49805556,-117.11166667,-120.75333333,-122.76472222,-117.445,-103.06138889,-123.35583333,-122.295,-117.14600372314452,-121.819000244,-107.72805556,-119.76805556,-122.21583333,-104.50611111,-111.1750030517578,-121.453003,-122.226997,-121.49333333,-106.08916667,-117.18972222,-119.84111111,-117.235,-120.64027778,-121.24,-111.91100311279,-116.98,-116.9725,-111.78800201416,-117.3225,-113.51027778,-106.98444444,-121.92861111,-105.67749,-123.00333333,-118.45138889,-120.45888889,-117.86777778,-121.60444444,-103.78611111,-111.667694,-122.24944444,-105.535004,-122.81305556,-116.55999755859,-121.44200134277344,-122.57805556,-118.33972222,-120.140562,-116.15638889,-110.94972222,-111.9927778,-122.7699966430664,-116.27472222,-115.19416667,-119.39277778,-118.49,-122.65638889,-122.21722222,-117.80583333,-121.78972222,-120.54416667,-114.60611111,-114.055928,-106.79499816894533,-117.601997,-105.86777778,-117.18611111,-118.95555556,-112.49555556,-113.09805556,-122.98277778,-109.74555556,-116.81944444,-112.37833333,-119.734001,-104.82027778,-104.67194444,-107.71888889,-121.85694444,-120.20694444,-114.84194444,-116.636002,-117.97972222,-112.14694444,-117.53527778,-107.90194444,-121.002997,-111.37305556,-112.66666667,-114.55944444,-110.7225,-120.622002,-111.85166667,-103.50972222,-105.163002,-108.72861111,-109.46722222,-118.15055556,-114.09138889,-117.6920013,-119.12083333,-122.6060028,-122.22111111,-117.01305556,-117.60111111,-124.24694444,-122.59805556,-112.41916667,-111.7225,-117.25944444,-119.875999,-111.805002,-122.31166667,-109.37888889,-111.97777778,-113.88138889,-109.99722222,-103.26416667,-114.29555556,-119.06166667,-104.33916667,-107.90888889,-123.814002991,-117.08666667,-122.40138889,-119.99527778,-114.48555556,-117.38638889,-118.41333333,-118.21861111,-124.10833333,-105.99305556,-115.5175,-110.88305556,-120.52888889,-111.03472222,-110.34444444,-106.92944444,-108.78944444,-113.93805556,-118.00611111,-119.19222222,-117.21305556,-121.15055556,-108.46055556,-119.30416667,-107.20027778,-122.37555556,-117.65583333,-121.59083333,-116.79361111,-114.125569,-119.259024,-112.38305556,-105.1425,-119.32111111,-121.56972222,-118.08444444,-122.25222222,-109.06527778,-116.91527778,-122.105003,-106.86638889,-121.92416667,-123.20083333,-106.72194444,-124.23666667,-121.16833333,-112.796043,-105.54138889,-118.996002,-120.86972222,-119.75111111,-121.62194444,-111.44833333,-115.94583333,-123.388,-108.761002,-118.28416667,-108.62805556,-102.285004,-114.268362,-106.8275,-109.635,-108.15638889,-118.74888889,-114.45700073242188,-119.51805556,-122.47638889,-115.79138889,-115.8725,-110.75166667,-109.51138889,-123.13861111,-122.46805556,-117.80916667,-115.51722222,-120.4675,-109.8069992,-106.120062,-119.95222222,-118.84333333,-118.052002,-113.77166667,-105.38583333,-116.10166667,-116.78099823,-115.03416667,-118.43916667,-111.649002,-117.02222222,-117.88555556,-110.56666667,-108.763,-107.522003174,-110.051003,-122.65583333,-109.48333333,-104.92833333,-124.11277778,-106.105,-115.66861111,-120.90399932861,-124.1330032,-121.45305556,-112.553001404,-111.97305556,-113.05555556,-104.15277778,-111.32527778,-115.6775,-117.1425,-122.04916667,-107.95055556,-121.43666667,-120.58444444,-122.58083333,-103.10361111,-119.79555556,-106.38,-118.69861111,-107.49700164795,-111.11777778,-117.3550034,-104.75638889,-109.57499694824,-116.162003
LATITUDE,48.0537986755,36.716444,38.429739,35.03805556,42.70888889,38.5383,39.57,38.21305556,39.22194444,46.15805556,38.95472222,32.409065,48.161448,44.09479904,40.039101,47.53,35.43361111,37.37305556,45.80777778,39.90888889,33.61944444,48.79277778,43.56444444,40.8694000244,34.20055556,48.470901,45.77722222,37.82647,34.111599,37.98972222,39.784194,32.955,33.26916667,39.79527778,48.12027778,34.213699,33.97472222,44.52027778,38.80583333,42.90583333,33.1283,36.8932991028,44.49694444,43.742667,37.15166667,38.143600463867,33.68833333,37.08160019,38.531502,39.64277778,40.010200500488,31.80666667,34.08611111,40.71861111,44.12472222,33.5742,36.77666667,36.73222222,33.4608001709,48.523654,35.14027778,36.74138889,40.45194444,33.52690124511719,39.11861111,48.31050109863281,40.4374008179,33.42333333,37.51333333,40.48111111,33.92277778,34.57111111,45.54222222,36.31669998,46.60666667,35.9728012085,46.97111111,48.54416667,37.65888889,43.525,32.83416667,33.3078,35.65944444,34.60680008,43.60722222,46.11805556,34.263802,38.06972222,41.31333333,36.08,33.94305556,33.81805556,38.909199,42.15611111,32.28916667,37.69305556,46.37166667,36.98861111,43.581299,38.66777778,37.28472222,37.38055556,42.375,38.55583333,37.63111111,45.19440079,37.62583333,36.58694444,38.50888889,32.81583333,38.0303993225,38.683998,41.19472222,33.217947,46.96944444,31.41777778,44.58027778,48.708199,34.20083333,33.298829,47.90722222,34.256801605225,37.46111111,35.52833333,33.43361111,42.89861111,47.103901,34.09166667,35.67805556,46.26472222,37.28630066,33.82972222,36.02944444,38.29,46.74166667,38.72416667,47.49027778,33.95194444,44.04888889,43.23944444,40.50972222,34.08530044555664,37.332901001,39.52666667,39.49916667,47.49305556,36.74027778,32.1422004699707,43.876301,47.327702,38.51277778,35.61666667,32.73361111,34.42583333,34.09527778,35.23694444,37.89472222,33.622898101807,32.57194444,32.82611111,34.848598480225,47.68305556,37.03638889,44.77166667,37.36305556,36.452494,44.91194444,34.01583333,34.90361111,33.67611111,36.66166667,44.48111111,40.145027,37.51194444,33.462799,38.50972222,48.299499511719,37.68899917602539,47.26805556,33.80333333,39.318628,33.61805556,32.125,40.61944444,45.247100830078125,33.74833333,36.21055556,36.31861111,34.20972222,45.62055556,39.51583333,40.89666667,36.93583333,46.56805556,32.65666667,36.833105,35.145198822021484,33.897701,37.435,34.57527778,43.59194444,45.95111111,37.70194444,46.67694444,38.76388889,47.77444444,48.60888889,39.1922,41.15666667,39.86111111,32.2625,38.57944444,47.39888889,39.29972222,43.641899,33.87194444,35.95222222,47.61916667,35.16722222,39.223998,47.47666667,36.21666667,35.15472222,35.02194444,35.101398,41.79166667,38.05,40.1637,42.81527778,47.04888889,35.05888889,46.91611111,35.6853981,34.12027778,38.25780106,37.72138889,44.01944444,34.05611111,43.41694444,45.58861111,34.65472222,40.21888889,33.88083333,39.6674,43.8339,47.45,34.51861111,40.78833333,45.12333333,34.26833333,40.61416667,43.50388889,34.34694444,37.25972222,37.95388889,45.4182014465,38.05972222,45.54944444,38.89388889,42.48083333,34.58388889,34.25944444,34.74111111,40.97777778,32.83777778,32.6675,32.16638889,47.03472222,41.27472222,31.58833333,38.53611111,35.51111111,35.25944444,45.28916667,35.5075,32.69833333,44.25416667,43.06555556,46.30555556,41.80583333,37.61888889,47.615,38.69555556,34.85138889,46.251499,45.828223,33.535,35.65416667,47.21055556,39.09777778,34.62944444,40.15027778,41.59416667,33.03916667,47.908199,40.51638889,38.26444444,39.12583333,44.38111111,41.78027778,45.61944444,33.970172,44.34722222,35.324799,37.06388889,39.00055556,39.48777778,36.92611111,34.13166667,42.510101,45.703098,46.0925,37.30305556,39.2425,34.14891,41.44361111,32.85333333,32.63666667,39.49916667,42.72669982910156,48.46444444,47.13777778,40.825,43.04361111,39.61388889,40.43611111,48.61222222,41.78138889,44.83722222,32.99305556,34.66555556,42.79550171,38.812906,36.33305556,45.695,33.79000092,42.5425,42.79722222,44.88861111,37.7988014221,36.23611111,35.135,45.271801,33.73416667,34.90805556,45.66666667,40.094002,40.4952011108,40.278301,48.35194444,37.58333333,42.05555556,40.80333333,32.86,32.82666667,44.286998748779,40.55390167,43.87638889,45.255401611299995,41.12388889,43.4325,42.06444444,32.50972222,36.58638889,32.86861111,37.41611111,43.96277778,39.13611111,34.73722222,47.07916667,44.145,46.21333333,31.84944444,39.41777778,41.038299560547,44.68833333,33.30130005,38.695,36.110900878906,34.2962
LOAD_AREA,WA_W,AZ_NM_N,CO_SW,NM_N,ID_E,CO_SW,CO_DEN,CA_PGE_N,CO_NW,OR_W,CA_PGE_N,AZ_SE,WA_W,OR_E,CO_DEN,WA_SEATAC,CA_PGE_S,CA_SCE_CEN,MT_SE,CO_DEN,CA_SCE_SE,WA_W,ID_S_OR_E,UT_N,CA_SCE_S,WA_W,MT_SW,CA_PGE_BAY,CA_SCE_S,CA_PGE_BAY,CO_DEN,AZ_SE,AZ_PHX,CA_PGE_N,WA_W,CA_SCE_CEN,CA_SCE_S,WY_NW,CO_E,WY_SE,CA_SDGE,CA_PGE_CEN,OR_W,ID_E,CO_SW,CA_PGE_N,AZ_PHX,CA_PGE_BAY,CA_PGE_N,CO_NW,CO_DEN,NM_S_TX_EPE,CA_SCE_S,NV_N,OR_W,CA_SCE_S,CA_PGE_CEN,CA_PGE_CEN,AZ_PHX,WA_W,AZ_APS_N,AZ_NM_N,CO_DEN,AZ_PHX,CO_NW,MT_NW,CO_DEN,AZ_PHX,CA_PGE_BAY,CO_NW,CA_SCE_S,AZ_NW,OR_PDX,CA_SCE_VLY,MT_SW,NV_S,WA_W,MT_NE,CA_PGE_BAY,ID_E,CA_IID,AZ_PHX,CA_SCE_CEN,CA_PGE_S,ID_E,WA_W,CA_SCE_CEN,CO_E,WY_SE,NV_S,CA_LADWP,CA_SCE_S,CA_PGE_N,OR_E,NM_S_TX_EPE,CA_PGE_BAY,WA_ID_AVA,CA_PGE_CEN,ID_S_OR_E,CA_SMUD,CA_PGE_CEN,CA_PGE_CEN,OR_W,CA_SMUD,CA_SCE_CEN,OR_W,CA_PGE_CEN,CA_PGE_CEN,CO_SW,CA_SDGE,CA_PGE_CEN,CA_PGE_N,UT_N,CA_SDGE,WA_W,AZ_SE,OR_W,WA_W,CA_SCE_CEN,AZ_PHX,WA_SEATAC,AZ_APS_E,CA_PGE_BAY,AZ_NW,AZ_PHX,ID_E,WA_SEATAC,CA_SCE_S,CA_PGE_S,OR_WA_BPA,CO_SW,CA_SCE_S,CA_SCE_VLY,CO_E,WA_ID_AVA,CA_PGE_N,WA_W,CA_SCE_S,WY_NE,OR_W,CA_PGE_N,CA_SCE_S,CA_PGE_BAY,CO_NW,NV_N,WA_SEATAC,NM_N,AZ_SE,OR_E,WA_SEATAC,CA_SMUD,NM_N,CA_SDGE,CA_SCE_CEN,CA_SCE_S,CA_PGE_S,CA_PGE_CEN,AZ_PHX,CA_SDGE,CA_SDGE,AZ_APS_N,WA_ID_AVA,UT_S,WY_NE,CA_PGE_BAY,NM_N,OR_W,CA_LADWP,CA_PGE_S,CA_SCE_S,CA_PGE_CEN,WY_NE,UT_N,CA_PGE_BAY,NM_S_TX_EPE,CA_PGE_N,WA_ID_AVA,CA_PGE_CEN,WA_W,CA_SCE_S,CA_PGE_N,CA_IID,AZ_SE,UT_N,OR_W,CA_IID,NV_S,CA_SCE_VLY,CA_LADWP,OR_PDX,CA_PGE_N,NV_N,CA_PGE_CEN,OR_WA_BPA,AZ_APS_SW,NV_S,NM_N,CA_SCE_S,CO_SW,CA_SCE_CEN,OR_E,MT_SW,UT_S,WA_W,UT_S,WA_ID_AVA,MT_NE,NV_N,WY_SE,CO_DEN,NM_S_TX_EPE,CA_PGE_N,WA_N_CEN,NV_N,ID_S_OR_E,CA_SCE_S,AZ_APS_N,WA_ID_AVA,NM_N,CA_PGE_N,MT_NE,AZ_APS_N,AZ_NW,AZ_APS_E,CA_PGE_S,UT_N,CO_E,CO_DEN,WY_NW,MT_NE,CA_SCE_CEN,MT_NW,CA_SCE_CEN,CA_SCE_CEN,CA_PGE_N,CA_PGE_BAY,ID_S_OR_E,CA_SCE_S,OR_W,OR_PDX,AZ_APS_N,UT_N,CA_SCE_S,NV_N,ID_E,WA_SEATAC,AZ_APS_E,UT_N,MT_SW,AZ_APS_E,CO_E,ID_S_OR_E,CA_SCE_CEN,CO_E,CO_SW,OR_W,NV_N,OR_PDX,NV_N,ID_S_OR_E,CA_SCE_CEN,CA_LADWP,CA_SCE_CEN,CA_PGE_N,NM_S_TX_EPE,CA_IID,AZ_SE,WA_N_CEN,WY_SW,AZ_SE,CO_SW,AZ_NM_N,AZ_NW,ID_S_OR_E,CA_PGE_S,CA_SDGE,OR_E,WY_NW,OR_WA_BPA,WY_SE,CA_PGE_BAY,WA_ID_AVA,CA_SMUD,CA_SCE_CEN,MT_NW,OR_WA_BPA,AZ_PHX,NM_N,WA_N_CEN,CA_PGE_N,CA_SCE_CEN,CA_PGE_N,WY_SW,CA_SDGE,WA_SEATAC,CO_NW,CA_PGE_N,CA_PGE_N,WY_NE,OR_W,OR_WA_BPA,AZ_APS_SW,WY_NE,CA_PGE_S,CA_PGE_CEN,NV_N,CA_PGE_N,AZ_APS_N,CA_SCE_S,OR_W,MT_SE,OR_WA_BPA,CO_SW,CO_E,AZ_APS_SW,WY_SE,AZ_SE,NM_S_TX_EPE,NV_N,ID_S_OR_E,WA_N_CEN,WA_W,NV_N,ID_S_OR_E,UT_S,UT_N,WA_W,OR_W,ID_S_OR_E,CA_IID,CA_PGE_S,WY_SW,CO_NW,CA_PGE_CEN,OR_WA_BPA,CA_SCE_S,ID_S_OR_E,WY_SE,ID_S_OR_E,NV_N,NV_S,CA_SCE_CEN,MT_SW,CA_SCE_S,CA_SCE_CEN,MT_SW,CO_NW,CO_NW,UT_N,WA_W,UT_S,WY_SE,CA_PGE_N,NM_S_TX_EPE,CA_IID,OR_E,CA_PGE_N,OR_E,MT_SW,UT_N,ID_E,WY_SE,AZ_SE,NV_S,CA_SDGE,CA_PGE_BAY,WY_NW,CA_PGE_N,CA_PGE_S,WA_W,WY_NE,OR_WA_BPA,NM_S_TX_EPE,NV_N,WY_SE,ID_E,CA_SDGE,CO_E,AZ_NM_N,CA_SCE_CEN
AIRPORT_STATE_CODE,WA,AZ,CO,NM,WY,CO,CO,CA,CO,OR,CA,AZ,WA,OR,CO,WA,CA,CA,MT,CO,CA,WA,ID,UT,CA,WA,MT,CA,CA,CA,CO,AZ,AZ,CA,WA,CA,CA,WY,CO,WY,CA,CA,OR,ID,CO,CA,AZ,CA,CA,CO,CO,TX,CA,UT,OR,CA,CA,CA,AZ,WA,AZ,NM,CO,AZ,CO,MT,CO,AZ,CA,CO,CA,AZ,OR,CA,MT,NV,WA,MT,CA,ID,CA,AZ,CA,CA,WY,WA,CA,CO,WY,NV,CA,CA,CA,OR,NM,CA,ID,CA,ID,CA,CA,CA,OR,CA,CA,OR,CA,CA,CO,CA,CA,CA,UT,CA,WA,AZ,OR,WA,CA,AZ,WA,AZ,CA,AZ,AZ,ID,WA,CA,CA,WA,CO,CA,CA,CO,WA,CA,WA,CA,SD,OR,CA,CA,CA,CO,NV,WA,NM,AZ,OR,WA,CA,NM,CA,CA,CA,CA,CA,AZ,CA,CA,AZ,WA,UT,WY,CA,NM,OR,CA,CA,CA,CA,SD,UT,CA,NM,CA,ID,CA,WA,CA,CA,CA,AZ,UT,OR,CA,NV,CA,CA,WA,CA,NV,CA,WA,AZ,NV,NM,CA,CO,CA,OR,MT,UT,WA,UT,ID,MT,NV,WY,CO,NM,CA,WA,NV,ID,CA,AZ,WA,NM,CA,MT,AZ,AZ,AZ,CA,UT,CO,CO,WY,MT,CA,MT,CA,CA,CA,CA,OR,CA,OR,OR,AZ,UT,CA,NV,ID,WA,AZ,UT,ID,AZ,CO,ID,CA,CO,CO,OR,NV,OR,CA,ID,CA,CA,CA,CA,NM,CA,AZ,WA,WY,AZ,CO,NM,AZ,OR,CA,CA,OR,WY,WA,WY,CA,WA,CA,CA,MT,OR,AZ,NM,WA,CA,CA,CA,WY,CA,WA,CO,CA,CA,WY,CA,OR,AZ,WY,CA,CA,NV,CA,AZ,CA,OR,MT,WA,CO,CO,AZ,WY,AZ,NM,NV,ID,WA,WA,NV,ID,UT,UT,WA,CA,OR,CA,CA,WY,CO,CA,OR,CA,ID,WY,ID,NV,NV,CA,MT,CA,CA,MT,CO,CO,UT,WA,UT,WY,CA,NM,CA,OR,CA,OR,MT,UT,ID,WY,AZ,NV,CA,CA,WY,CA,CA,WA,SD,WA,TX,NV,WY,MT,CA,CO,AZ,CA
2024-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464508649900722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023690264651846735,0.0,0.5607665153807363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721644086654885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5052054293371997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09406231628453851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2242847662581275,0.7649927654357779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7197819288943973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6341337962334811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.709413406344005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136700630364449,0.0,0.9813414019162884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1693121693121693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3692013499731805,0.9506391627988467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.709413406344005e-05,0.0,0.0,0.0,0.0,8.709413406344005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9026222639601242,0.0,0.0,0.004636225959186467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007729626090074122,0.0,0.0,0.0,0.0,0.0,1.3866815584056114,0.0,0.6463119314091236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333788395904437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
