,0V7,3S8,67L,ABQ,ACV,AEG,AEJ,AFO,ALM,ALS,ALW,ANK,APA,APC,ASE,AVQ,BDG,BDN,BFI,BFL,BIF,BIH,BIL,BJC,BLI,BOI,BTF,BTM,BUR,BVS,BZN,CCB,CCR,CDC,CEC,CEZ,CFO,CHD,CIC,CLM,CMA,CNO,CNY,COD,COE,COS,CPR,CRQ,CVO,CXL,CXP,CYS,DEN,DIJ,DRO,DVO,DVT,E16,E25,E91,EAT,EGE,EKO,EKS,ELP,ELY,EMT,EUG,EVW,F70,FAT,FCH,FFZ,FHR,FLG,FMN,FNL,FOT,GCC,GEG,GEU,GJT,GNT,GPI,GTF,GUC,GUP,GYR,HDN,HHR,HII,HIO,HLN,HND,HQM,HRF,HVR,HWD,IDA,IFP,IGM,INW,IPL,IWA,JAC,JER,L35,LAR,LAS,LAX,LGB,LGD,LGU,LHM,LMO,LMT,LND,LRU,LVK,LVS,LWS,MAE,MCC,MCE,MER,MEV,MFR,MHR,MMH,MMV,MOD,MRY,MSO,MTJ,MYF,MYL,NUQ,O22,OAK,OGD,OLM,OMK,ONP,ONT,ORS,OTH,OXR,P19,P20,PAE,PAN,PAO,PDT,PDX,PGA,PGS,PHX,PIH,POC,PRB,PRC,PSC,PSO,PSP,PUB,PUW,PVU,PWT,RAP,RBL,RDD,RDM,RHV,RIL,RIV,RIW,RKS,RLD,RNO,RQE,RTN,S21,S39,SAA,SAC,SAF,SAN,SBA,SBD,SBP,SBS,SCK,SDL,SDM,SEA,SEE,SEZ,SFF,SFO,SGU,SHR,SJC,SKX,SLC,SLE,SMF,SMO,SMX,SNA,SNS,SOW,SPF,SPK,SQL,SRR,STS,SUN,SUO,SUU,SVC,SZT,TEX,TIW,TNX,TRK,TRM,TUS,TVL,TWF,U42,UAO,UDD,UKI,VEL,VGT,VIS,VNY,WRL,YKM,YUM,AST,AUN,AWO,BAB,BKE,CLS,EIK,EKA,ELN,ENV,FHU,GCN,GRF,GXY,HMT,HRI,ITR,IYK,LAA,MAN,MHV,MWH,MYV,NID,NTD,NUW,NZY,O69,OLS,ONO,OVE,PMD,PNA,PUC,PVF,RAL,RBG,RCE,RNM,RNT,RTS,RWL,RXE,SIY,SKA,SMN,STK,TCM,TOA,VCV,WJF,WVI,1V6,74V,APV,BYG,BYI,CAG,CTB,DLN,DLS,DMA,EAN,EUL,FCS,FUL,HAE,HAF,HIF,HJO,KLS,LSV,LVM,MIT,MZJ,NFL,NKX,NLC,OKB,PTV,RQB,RYN,SAD,SLI,TOR,WLW,WMC,0S9,BLH,DAG,DGW,EDW,HMN,LSN,LUF,LWT,MUO,NJK,PLU,RCA,SZP,TCY,TTD,VBG,BNO,DMN,IZA,LHX,NFG,C83,DWA,TAD,FLX,GOO,AJO,INS,REI,NXP,SJN,TPH,TSP,6S8,BWC,TMK,CGZ,WHP,S50,CVH,DWX,LPC,S43,TNP,4V0,BDU,L45,EDU,VUO,L52,O61,WYS
LONGITUDE,-110.228444,-123.388,-114.055928,-106.61,-124.10833333,-106.79499816894533,-106.120062,-110.94222222,-105.99305556,-105.86777778,-118.28416667,-106.049004,-104.84805556,-122.28055556,-106.86833333,-111.216199,-109.48333333,-121.2009964,-122.30194444,-119.0575,-106.38,-118.36361111,-108.54361111,-105.11694444,-122.5375,-116.22277778,-111.927001953,-112.49555556,-118.35861111,-122.420998,-111.15027778,-117.688004,-122.05694444,-113.09805556,-124.23666667,-108.62805556,-104.537639,-111.81111111,-121.85888889,-123.49972222,-119.094002,-117.63638889,-109.74555556,-109.02388889,-116.81944444,-104.70083333,-106.46361111,-117.279999,-123.28944444,-115.5175,-119.734001,-104.82027778,-104.67194444,-111.096829,-107.75388889,-122.55599975586,-112.0825,-121.5970001,-112.796043,-109.57499694824,-120.20694444,-106.91583333,-115.79138889,-111.649002,-106.37333333,-114.84194444,-118.03472222,-123.21083333,-111.03472222,-117.127998,-119.71888889,-119.82027778,-111.727996826,-123.024645,-111.66916667,-108.23111111,-105.01138889,-124.1330032,-105.54138889,-117.53527778,-112.29499816894533,-108.51444444,-107.90194444,-114.25599670410156,-111.37305556,-106.92944444,-108.78944444,-112.37527778,-107.21777778,-118.335,-114.35833333,-122.95055556,-111.98333333,-115.134002686,-123.93666667,-114.125569,-109.75916667,-122.12166667,-112.05861111,-114.55944444,-113.93805556,-110.7225,-115.57888889,-111.654999,-110.73777778,-114.45700073242188,-116.856003,-105.67277778,-115.15222222,-118.40888889,-118.15194444,-118.00611111,-111.85166667,-121.350998,-105.163002,-121.73333333,-108.72861111,-106.92194444,-121.82027778,-105.1425,-117.00694444,-120.1125,-121.40055556,-120.51388889,-120.56555556,-119.75111111,-122.87333333,-121.29694444,-118.85138889,-123.1360016,-120.95444444,-121.84194444,-114.09138889,-107.89444444,-117.13944444,-116.10166667,-122.04916667,-120.415000916,-122.22111111,-112.01277778,-122.9025,-119.51805556,-124.05805556,-117.60111111,-122.910004,-124.24694444,-119.20722222,-111.915795,-114.268362,-122.28222222,-111.33899688721,-122.115,-118.84333333,-122.59805556,-111.44833333,-113.24666667,-112.01194444,-112.605,-117.78166667,-120.6275,-112.41916667,-119.11888889,-107.0559998,-116.50666667,-104.49805556,-117.11166667,-111.7225,-122.76472222,-103.06138889,-122.25222222,-122.295,-121.15055556,-121.819000244,-107.72805556,-117.25944444,-108.46055556,-109.06527778,-119.30416667,-119.76805556,-119.79555556,-104.50611111,-121.453003,-120.90399932861,-106.8275,-121.49333333,-106.08916667,-117.18972222,-119.84111111,-117.235,-120.64027778,-106.86638889,-121.24,-111.91100311279,-116.98,-122.31166667,-116.9725,-111.78800201416,-117.3225,-122.37555556,-113.51027778,-106.98444444,-121.92861111,-105.67749,-111.97777778,-123.00333333,-121.59083333,-118.45138889,-120.45888889,-117.86777778,-121.60444444,-109.99722222,-103.78611111,-111.667694,-122.24944444,-105.535004,-122.81305556,-114.29555556,-121.45305556,-121.92416667,-108.15638889,-116.55999755859,-107.90888889,-122.57805556,-116.78099823,-120.140562,-116.15638889,-110.94972222,-119.99527778,-114.48555556,-111.9927778,-122.7699966430664,-116.27472222,-123.20083333,-109.51138889,-115.19416667,-119.39277778,-118.49,-107.95055556,-120.54416667,-114.60611111,-123.87861111,-121.08166667,-122.158442,-121.43666667,-117.80916667,-122.98277778,-105.047996521,-124.11277778,-120.52888889,-114.02861111,-110.34444444,-112.14694444,-122.58083333,-104.633003235,-117.02222222,-119.259024,-102.285004,-117.82944444,-102.68861111,-116.523003,-118.15055556,-119.32111111,-121.56972222,-117.6920013,-119.12083333,-122.65583333,-117.21305556,-122.6060028,-110.84777778,-117.01305556,-121.62194444,-118.08444444,-109.8069992,-110.75166667,-120.75333333,-117.445,-123.35583333,-123.13861111,-116.91527778,-122.21583333,-119.875999,-107.20027778,-111.805002,-122.46805556,-117.65583333,-113.88138889,-103.26416667,-122.47638889,-118.33972222,-117.38638889,-118.21861111,-121.78972222,-105.108562,-110.051003,-117.18611111,-106.72194444,-113.77166667,-107.522003174,-112.37833333,-112.553001404,-121.16833333,-110.88305556,-104.92833333,-116.636002,-104.75638889,-117.97972222,-112.66666667,-122.50111111,-111.97305556,-119.6279984,-122.89833333,-115.03416667,-110.56666667,-119.19222222,-111.32527778,-118.69861111,-117.1425,-119.95222222,-117.351683,-119.06277778,-113.05555556,-111.1750030517578,-109.635,-118.052002,-104.15277778,-122.21722222,-117.80583333,-122.810997009,-114.71694444,-116.79361111,-105.38583333,-117.88555556,-106.105,-120.86972222,-112.38305556,-109.46722222,-115.8725,-115.66861111,-122.287003,-103.10361111,-119.06166667,-121.44200134277344,-122.40138889,-120.58444444,-118.95555556,-107.71888889,-120.0759964,-103.50972222,-117.3550034,-121.621699,-121.85694444,-104.33916667,-118.74888889,-121.002997,-117.601997,-115.6775,-117.14600372314452,-116.162003,-109.37888889,-117.08666667,-118.43916667,-108.761002,-115.51722222,-123.814002991,-111.76694444,-118.41333333,-122.226997,-121.410003662,-107.49700164795,-120.4675,-122.105003,-115.94583333,-108.763,-105.226025,-118.996002,-121.786489,-122.65638889,-120.622002,-120.987999,-111.11777778
LATITUDE,36.716444,42.510101,36.833105,35.03805556,40.97777778,35.145198822021484,38.812906,42.70888889,32.83777778,37.435,46.0925,38.5383,39.57,38.21305556,39.22194444,32.409065,37.58333333,44.09479904,47.53,35.43361111,31.84944444,37.37305556,45.80777778,39.90888889,48.79277778,43.56444444,40.8694000244,45.95111111,34.20055556,48.470901,45.77722222,34.111599,37.98972222,37.70194444,41.78027778,37.30305556,39.784194,33.26916667,39.79527778,48.12027778,34.213699,33.97472222,38.76388889,44.52027778,47.77444444,38.80583333,42.90583333,33.1283,44.49694444,32.6675,39.1922,41.15666667,39.86111111,43.742667,37.15166667,38.143600463867,33.68833333,37.08160019,33.970172,36.110900878906,47.39888889,39.64277778,40.825,45.271801,31.80666667,39.29972222,34.08611111,44.12472222,41.27472222,33.5742,36.77666667,36.73222222,33.4608001709,48.523654,35.14027778,36.74138889,40.45194444,40.55390167,44.34722222,47.61916667,33.52690124511719,39.11861111,35.16722222,48.31050109863281,47.47666667,38.53611111,35.51111111,33.42333333,40.48111111,33.92277778,34.57111111,45.54222222,46.60666667,35.9728012085,46.97111111,46.251499,48.54416667,37.65888889,43.525,35.15472222,35.25944444,35.02194444,32.83416667,33.3078,43.60722222,42.72669982910156,34.263802,41.31333333,36.08,33.94305556,33.81805556,45.28916667,41.79166667,38.909199,40.1637,42.15611111,42.81527778,32.28916667,37.69305556,35.65416667,46.37166667,36.98861111,38.66777778,37.28472222,37.38055556,39.00055556,42.375,38.55583333,37.63111111,45.19440079,37.62583333,36.58694444,46.91611111,38.50888889,32.81583333,44.88861111,37.41611111,38.0303993225,37.72138889,41.19472222,46.96944444,48.46444444,44.58027778,34.05611111,48.708199,43.41694444,34.20083333,33.298829,34.14891,47.90722222,34.256801605225,37.46111111,45.695,45.58861111,36.92611111,35.52833333,33.43361111,42.89861111,34.09166667,35.67805556,34.65472222,46.26472222,37.28630066,33.82972222,38.29,46.74166667,40.21888889,47.49027778,44.04888889,40.15027778,40.50972222,44.25416667,37.332901001,39.52666667,33.88083333,43.06555556,41.59416667,46.30555556,39.49916667,46.21333333,36.74027778,43.876301,44.286998748779,41.44361111,38.51277778,35.61666667,32.73361111,34.42583333,34.09527778,35.23694444,40.51638889,37.89472222,33.622898101807,32.57194444,47.45,32.82611111,34.848598480225,47.68305556,37.61888889,37.03638889,44.77166667,37.36305556,36.452494,40.78833333,44.91194444,38.69555556,34.01583333,34.90361111,33.67611111,36.66166667,34.26833333,44.48111111,40.145027,37.51194444,33.462799,38.50972222,43.50388889,43.87638889,38.26444444,32.63666667,48.299499511719,37.95388889,47.26805556,37.7988014221,39.318628,33.61805556,32.125,38.89388889,42.48083333,40.61944444,45.247100830078125,33.74833333,39.12583333,40.43611111,36.21055556,36.31861111,34.20972222,43.96277778,46.56805556,32.65666667,46.15805556,38.95472222,48.161448,39.13611111,44.83722222,46.67694444,40.010200500488,40.80333333,47.03472222,40.71861111,31.58833333,35.95222222,47.07916667,40.4374008179,33.73416667,45.828223,39.2425,35.65944444,38.06972222,43.581299,35.05888889,47.21055556,39.09777778,35.6853981,34.12027778,48.35194444,32.69833333,38.25780106,31.41777778,44.01944444,39.48777778,34.62944444,42.79550171,39.61388889,38.72416667,33.95194444,43.23944444,48.61222222,33.03916667,47.49305556,39.6674,41.80583333,43.8339,41.78138889,47.615,45.12333333,40.61416667,47.13777778,33.80333333,34.58388889,34.74111111,36.93583333,38.429739,40.278301,34.57527778,44.38111111,42.5425,40.4952011108,48.60888889,45.255401611299995,45.61944444,32.16638889,42.05555556,43.641899,38.695,33.87194444,36.21666667,37.51333333,41.12388889,36.31669998,46.11805556,36.23611111,45.66666667,35.5075,32.50972222,39.41777778,32.86861111,36.33305556,33.217947,36.02944444,43.4325,32.1422004699707,32.85333333,33.79000092,42.06444444,39.51583333,40.89666667,48.0537986755,33.61944444,34.85138889,42.79722222,34.90805556,32.86,37.06388889,33.535,47.04888889,43.04361111,32.82666667,47.103901,44.145,34.34694444,37.68899917602539,45.54944444,34.73722222,43.59194444,32.2625,34.60680008,38.05,33.30130005,37.82647,38.57944444,37.25972222,39.49916667,39.223998,33.897701,36.58638889,34.08530044555664,34.2962,34.51861111,38.05972222,35.135,45.703098,32.99305556,45.4182014465,32.955,34.25944444,47.327702,36.8932991028,41.038299560547,34.66555556,47.908199,34.13166667,40.094002,40.039101,35.324799,38.531502,45.62055556,35.101398,38.683998,44.68833333
LOAD_AREA,AZ_NM_N,OR_W,NV_S,NM_N,CA_PGE_N,NM_N,CO_NW,ID_E,NM_S_TX_EPE,CO_SW,OR_WA_BPA,CO_SW,CO_DEN,CA_PGE_N,CO_NW,AZ_SE,UT_S,OR_E,WA_SEATAC,CA_PGE_S,NM_S_TX_EPE,CA_SCE_CEN,MT_SE,CO_DEN,WA_W,ID_S_OR_E,UT_N,MT_SW,CA_SCE_S,WA_W,MT_SW,CA_SCE_S,CA_PGE_BAY,UT_S,OR_W,CO_SW,CO_DEN,AZ_PHX,CA_PGE_N,WA_W,CA_SCE_CEN,CA_SCE_S,UT_S,WY_NW,WA_ID_AVA,CO_E,WY_SE,CA_SDGE,OR_W,CA_IID,NV_N,WY_SE,CO_DEN,ID_E,CO_SW,CA_PGE_N,AZ_PHX,CA_PGE_BAY,AZ_APS_SW,AZ_NM_N,WA_N_CEN,CO_NW,NV_N,MT_SW,NM_S_TX_EPE,NV_N,CA_SCE_S,OR_W,WY_SW,CA_SCE_S,CA_PGE_CEN,CA_PGE_CEN,AZ_PHX,WA_W,AZ_APS_N,AZ_NM_N,CO_DEN,CA_PGE_N,WY_NE,WA_ID_AVA,AZ_PHX,CO_NW,NM_N,MT_NW,MT_NE,CO_SW,AZ_NM_N,AZ_PHX,CO_NW,CA_SCE_S,AZ_NW,OR_PDX,MT_SW,NV_S,WA_W,MT_NW,MT_NE,CA_PGE_BAY,ID_E,AZ_NW,AZ_NW,AZ_APS_E,CA_IID,AZ_PHX,ID_E,ID_S_OR_E,CA_SCE_CEN,WY_SE,NV_S,CA_LADWP,CA_SCE_S,ID_S_OR_E,UT_N,CA_PGE_N,CO_DEN,OR_E,WY_NW,NM_S_TX_EPE,CA_PGE_BAY,NM_N,WA_ID_AVA,CA_PGE_CEN,CA_SMUD,CA_PGE_CEN,CA_PGE_CEN,NV_N,OR_W,CA_SMUD,CA_SCE_CEN,OR_W,CA_PGE_CEN,CA_PGE_CEN,MT_NW,CO_SW,CA_SDGE,ID_S_OR_E,CA_PGE_BAY,CA_PGE_CEN,CA_PGE_BAY,UT_N,WA_W,WA_N_CEN,OR_W,CA_SCE_S,WA_W,OR_W,CA_SCE_CEN,AZ_PHX,AZ_APS_SW,WA_SEATAC,AZ_APS_E,CA_PGE_BAY,OR_WA_BPA,OR_PDX,AZ_APS_N,AZ_NW,AZ_PHX,ID_E,CA_SCE_S,CA_PGE_S,AZ_APS_N,OR_WA_BPA,CO_SW,CA_SCE_S,CO_E,WA_ID_AVA,UT_N,WA_W,WY_NE,CA_PGE_N,CA_PGE_N,OR_E,CA_PGE_BAY,CO_NW,CA_SCE_S,WY_NW,WY_SW,OR_WA_BPA,NV_N,OR_WA_BPA,NM_N,OR_E,OR_E,WY_SE,CA_SMUD,NM_N,CA_SDGE,CA_SCE_CEN,CA_SCE_S,CA_PGE_S,CO_NW,CA_PGE_CEN,AZ_PHX,CA_SDGE,WA_SEATAC,CA_SDGE,AZ_APS_N,WA_ID_AVA,CA_PGE_BAY,UT_S,WY_NE,CA_PGE_BAY,NM_N,UT_N,OR_W,CA_SMUD,CA_LADWP,CA_PGE_S,CA_SCE_S,CA_PGE_CEN,AZ_APS_E,WY_NE,UT_N,CA_PGE_BAY,NM_S_TX_EPE,CA_PGE_N,ID_S_OR_E,OR_E,CA_PGE_N,NM_S_TX_EPE,WA_ID_AVA,CO_SW,WA_W,NV_N,CA_PGE_N,CA_IID,AZ_SE,NV_N,ID_S_OR_E,UT_N,OR_W,CA_IID,CA_PGE_N,UT_N,NV_S,CA_SCE_VLY,CA_LADWP,WY_NW,OR_WA_BPA,AZ_APS_SW,OR_W,CA_PGE_N,WA_W,CA_PGE_N,ID_S_OR_E,WA_W,CO_DEN,CA_PGE_N,WA_N_CEN,NV_N,AZ_SE,AZ_APS_N,WA_W,CO_DEN,CA_SCE_S,OR_WA_BPA,CO_E,CA_SCE_CEN,CO_E,ID_S_OR_E,CA_SCE_CEN,WA_N_CEN,CA_PGE_N,CA_SCE_CEN,CA_SCE_CEN,WA_W,CA_SDGE,CA_PGE_N,AZ_SE,ID_S_OR_E,CA_PGE_N,CA_SCE_CEN,WY_SW,UT_S,CA_PGE_N,CA_SCE_S,OR_W,WA_W,CA_SDGE,WA_SEATAC,NV_N,WY_SE,ID_E,OR_W,WA_ID_AVA,MT_SW,CO_E,WA_W,CA_SCE_S,CA_SCE_CEN,CA_SCE_CEN,CA_PGE_CEN,CO_SW,UT_N,CA_SCE_CEN,WY_NE,ID_S_OR_E,CO_NW,MT_NE,MT_SW,OR_WA_BPA,AZ_SE,WY_SE,ID_S_OR_E,CO_E,CA_SCE_S,AZ_APS_N,CA_PGE_BAY,UT_N,CA_SCE_VLY,WA_W,NV_S,MT_SW,CA_PGE_S,AZ_SE,NV_N,CA_SDGE,CA_PGE_CEN,CA_SDGE,CA_SCE_VLY,ID_E,AZ_SE,AZ_SE,CA_SCE_S,WY_SE,CA_PGE_N,NV_N,WA_W,CA_SCE_SE,CA_SCE_CEN,WY_SE,CA_SCE_CEN,NM_S_TX_EPE,CA_PGE_CEN,AZ_PHX,MT_NE,ID_S_OR_E,CA_IID,WA_SEATAC,WY_NE,CA_SCE_CEN,CA_PGE_CEN,OR_PDX,CA_PGE_S,OR_E,NM_S_TX_EPE,CA_PGE_S,CO_E,CA_SDGE,CA_PGE_BAY,CA_PGE_N,CO_E,NV_N,CA_PGE_N,CA_SCE_S,NV_S,CA_SCE_S,CA_SCE_CEN,AZ_APS_E,NV_N,CA_SCE_CEN,MT_SE,CA_IID,OR_W,AZ_SE,CA_LADWP,WA_SEATAC,CA_PGE_CEN,WY_SE,CA_PGE_S,WA_SEATAC,CA_SCE_S,CO_NW,CO_DEN,CA_PGE_S,CA_PGE_N,OR_PDX,CA_PGE_S,CA_PGE_N,ID_E
AIRPORT_STATE_CODE,AZ,OR,NV,NM,CA,NM,CO,WY,NM,CO,WA,CO,CO,CA,CO,AZ,UT,OR,WA,CA,TX,CA,MT,CO,WA,ID,UT,MT,CA,WA,MT,CA,CA,UT,CA,CO,CO,AZ,CA,WA,CA,CA,UT,WY,ID,CO,WY,CA,OR,CA,NV,WY,CO,ID,CO,CA,AZ,CA,AZ,AZ,WA,CO,NV,MT,TX,NV,CA,OR,WY,CA,CA,CA,AZ,WA,AZ,NM,CO,CA,WY,WA,AZ,CO,NM,MT,MT,CO,NM,AZ,CO,CA,AZ,OR,MT,NV,WA,MT,MT,CA,ID,AZ,AZ,AZ,CA,AZ,WY,ID,CA,WY,NV,CA,CA,OR,UT,CA,CO,OR,WY,NM,CA,NM,ID,CA,CA,CA,CA,NV,OR,CA,CA,OR,CA,CA,MT,CO,CA,ID,CA,CA,CA,UT,WA,WA,OR,CA,WA,OR,CA,AZ,AZ,WA,AZ,CA,OR,OR,AZ,AZ,AZ,ID,CA,CA,AZ,WA,CO,CA,CO,WA,UT,WA,SD,CA,CA,OR,CA,CO,CA,WY,WY,WA,NV,WA,NM,OR,OR,WY,CA,NM,CA,CA,CA,CA,CO,CA,AZ,CA,WA,CA,AZ,WA,CA,UT,WY,CA,NM,UT,OR,CA,CA,CA,CA,CA,AZ,SD,UT,CA,NM,CA,ID,OR,CA,NM,ID,CO,WA,NV,CA,CA,AZ,CA,ID,UT,OR,CA,CA,UT,NV,CA,CA,WY,WA,AZ,OR,CA,WA,CA,OR,WA,CO,CA,WA,UT,AZ,AZ,WA,CO,CA,OR,CO,CA,CO,ID,CA,WA,CA,CA,CA,WA,CA,CA,AZ,OR,CA,CA,WY,UT,CA,CA,OR,WA,CA,WA,NV,WY,ID,CA,WA,ID,CO,WA,CA,CA,CA,CA,CO,UT,CA,WY,ID,CO,MT,MT,OR,AZ,WY,ID,CO,CA,AZ,CA,UT,CA,WA,NV,MT,CA,AZ,NV,CA,CA,CA,CA,ID,AZ,AZ,CA,WY,CA,NV,WA,CA,CA,WY,CA,NM,CA,AZ,MT,ID,CA,WA,SD,CA,CA,OR,CA,OR,NM,CA,CO,CA,CA,CA,CO,NV,CA,CA,NV,CA,CA,AZ,NV,CA,MT,CA,OR,AZ,CA,WA,CA,WY,CA,WA,CA,CO,CO,CA,CA,WA,CA,CA,MT
2024-01-01 00:00:00,0.0,0.0,0.0,13.863306941449578,0.00013095629502332134,0.0,0.0,0.0,0.0,6.331175507953258e-08,9.398170060655843e-08,0.0,5.989058066724039e-10,3.039348785887569e-08,0.0068197737341990595,2.62754698902308e-11,0.0,0.0,0.003084791746664522,0.00010928292947496164,0.00040257823948816726,2.842326487761992e-06,0.47278885447870606,3.34701084736574e-05,0.0007668939243528985,20.237186783867646,0.0,8.205602397704863e-05,0.46581155407597447,0.0,17.699622540352127,0.0,9.451629662390873e-07,1.1035874446936464e-06,7.075017408906942e-07,9.074299404808728e-07,1.0129880812725213e-07,2.62754698902308e-11,4.276691074873626e-09,3.768809138608407e-08,4.135286942339763e-09,1.5297799438882853e-09,1.363634335848026e-07,0.0006185855189236722,0.00010338162759552677,0.007430677733272975,0.08653550504351847,4.135286942339763e-09,1.2959252738404068e-07,0.0,0.0,4.683156818922332e-05,245.14865314830925,0.0,4.251386591994924e-05,0.0,6.364217192245107e-10,0.0,0.0,0.0,5.164900080199284e-07,0.005241980255793584,2.3403105612191433e-08,0.0,690.1192557342483,0.0,4.135286942339763e-09,0.06805848463030727,0.0,4.135286942339763e-09,0.021658987207879517,0.0,2.62754698902308e-11,0.0,1.1753058035234642e-05,2.6526580417617983e-06,1.0129880812725213e-07,0.0,0.00037016765164685634,0.1163469822915977,0.0,0.00016183509127108036,0.0,0.0002871960839196702,0.08014806721344997,2.370372912037595e-05,3.496060578693678e-05,0.0,0.0015404415686838294,1.3474036001061698e-05,1.3848117368147686e-07,5.630998027440717e-07,0.006169912596299731,1.2603878524492577e-08,0.0,0.0,0.0,8.063416396237274e-09,0.030282456838723076,4.4068507159664876e-05,0.0,0.0,2.137925553189293e-06,2.62754698902308e-11,7.590641970318228,0.0,0.0,0.0002898303969636577,198.1301348280886,951.452982577662,0.08882198526946627,0.0,0.0,0.0,0.0,0.0,0.00013041430358047492,2.8044324352873747e-05,4.135286942339763e-09,0.0,0.0016429615989732463,0.0,8.593194125908001e-08,4.934541787980009e-06,0.0,0.0,0.008751276814132968,6.2697987071477295e-06,1.3315917438234864e-06,0.0,6.202930413509645e-09,0.0004748131953051293,0.27386012342282273,0.0005409153476437499,4.135286942339763e-09,0.0,2.639193132645117e-07,0.0,2.7680185234332164,2.974415803106449e-07,0.0,0.0,5.630998027440717e-07,1.4279970111646667,0.0,7.187957595431406e-06,1.2573823361485422e-11,0.0,0.0,0.007742702686301618,0.0,0.0,6.465650250450821e-07,55.88734836486199,2.1169622445771666e-06,2.62754698902308e-11,200.72800119826945,5.907521576887244e-05,0.0,0.0,3.3809616773416826e-06,0.0014053214376445133,0.0,0.2030841966237329,2.1903327241436034e-08,5.849227411962252e-06,0.0030650211255818663,0.0,6.199575590259179,0.0,2.3265922642773937e-05,0.013066821518801177,0.0,7.720773450657417e-07,2.0020579726368746e-07,5.2165721432189974e-05,0.0002525710179084438,0.0,0.1383426614517047,0.0,0.0,0.0,0.0,0.0,0.0,0.0089119799374223,17.859145232119918,0.004778637176772864,0.0022109851642799906,0.0009595681773668011,0.0,9.745326868034966e-06,2.62754698902308e-11,4.135286942339763e-09,231.27674550173424,0.0,0.0,1.4097255090983764e-07,240.69126684998403,0.00019059725991122265,0.0025542672227465506,2.984106536209692,0.0,116.72026971266416,1.033098926882716e-05,2.402594511745165,9.51952735949551e-10,1.5565187667270534e-06,1.3577180699044797,4.135286942339763e-09,1.8143835682596905e-07,0.0,0.0,0.0,0.0,0.00034350337853714645,0.07951021264820038,5.630998027440717e-07,5.674326337049927e-10,0.0002054737684102749,0.0,6.30982078433936e-07,1.4097255090983764e-07,1.2603878524492577e-08,0.0,4.734516399585906e-09,0.13882150789769945,0.0,0.0010865264213052218,0.0,0.0,4.135286942339763e-09,9.606893961404281e-09,2.974415803106449e-07,1.2603878524492577e-08,9.250528758035979e-08,0.00018253209294165845,0.0,9.957828665296126e-06,1.1314645247964038e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
