datetime,hour_of_year,demand,normalized_demand
2050-07-15 03:00:00,4684,33147.7136255711,0.7451
2050-07-15 04:00:00,4685,33209.996270955344,0.7465
2050-07-15 05:00:00,4686,34562.419427870336,0.7769
2050-07-15 06:00:00,4687,37351.79218900751,0.8396
2050-07-15 07:00:00,4688,40732.850081294986,0.9155999999999999
2050-07-15 08:00:00,4689,43277.54102127979,0.9728000000000001
2050-07-15 09:00:00,4690,44265.16582665849,0.995
2050-07-15 10:00:00,4691,44291.85838896603,0.9956
2050-07-15 11:00:00,4692,44314.102190888974,0.9961000000000001
2050-07-15 12:00:00,4693,44487.603845887934,1.0
2050-07-15 13:00:00,4694,44487.603845887934,1.0
2050-07-15 14:00:00,4695,43909.2649958914,0.9870000000000001
2050-07-15 15:00:00,4696,42819.318701667136,0.9625
2050-07-15 16:00:00,4697,41444.6517428292,0.9316
2050-07-15 17:00:00,4698,40096.6773462988,0.9013000000000001
2050-07-15 18:00:00,4699,39126.84758245844,0.8795000000000001
2050-07-15 19:00:00,4700,38681.971543999556,0.8694999999999999
2050-07-15 20:00:00,4701,38548.508732461894,0.8665
2050-07-15 21:00:00,4702,38286.031869771155,0.8606
2050-07-15 22:00:00,4703,37400.72855323799,0.8407000000000001
2050-07-15 23:00:00,4704,35487.7615878648,0.7976999999999999
2050-07-16 00:00:00,4705,22288.289526789857,0.501
2050-07-16 01:00:00,4706,22288.289526789857,0.501
2050-07-16 02:00:00,4707,20615.555622184467,0.4634
2050-07-16 03:00:00,4708,19796.983711420133,0.44500000000000006
2050-07-16 04:00:00,4709,19592.34073372905,0.44040000000000007
2050-07-16 05:00:00,4710,19739.149826420475,0.4437
2050-07-16 06:00:00,4711,19983.83164757286,0.44920000000000004
2050-07-16 07:00:00,4712,20152.884542187236,0.453
2050-07-16 08:00:00,4713,20210.718427186886,0.4543
2050-07-16 09:00:00,4714,20215.167187571482,0.4544000000000001
2050-07-16 10:00:00,4715,20224.064708340655,0.4546
2050-07-16 11:00:00,4716,20246.3085102636,0.4551
2050-07-16 12:00:00,4717,20255.206031032772,0.4552999999999999
2050-07-16 13:00:00,4718,20192.923385648537,0.4539000000000001
2050-07-16 14:00:00,4719,19992.72916834204,0.4494000000000001
2050-07-16 15:00:00,4720,19667.969660267056,0.4421
2050-07-16 16:00:00,4721,19338.761391807482,0.4346999999999999
2050-07-16 17:00:00,4722,19120.772132962637,0.42980000000000007
2050-07-16 18:00:00,4723,19009.553123347912,0.42729999999999996
2050-07-16 19:00:00,4724,18951.719238348258,0.42599999999999993
2050-07-16 20:00:00,4725,18965.06551950203,0.42630000000000007
2050-07-16 21:00:00,4726,19200.849819885232,0.4316
2050-07-16 22:00:00,4727,19881.510158727317,0.44689999999999996
2050-07-16 23:00:00,4728,21282.86967987279,0.47840000000000005
2050-07-17 00:00:00,4729,22288.289526789857,0.501
2050-07-17 01:00:00,4730,22288.289526789857,0.501
2050-07-17 02:00:00,4731,20615.555622184467,0.4634
2050-07-17 03:00:00,4732,19796.983711420133,0.44500000000000006
2050-07-17 04:00:00,4733,19592.34073372905,0.44040000000000007
2050-07-17 05:00:00,4734,19739.149826420475,0.4437
2050-07-17 06:00:00,4735,19983.83164757286,0.44920000000000004
2050-07-17 07:00:00,4736,20152.884542187236,0.453
2050-07-17 08:00:00,4737,20210.718427186886,0.4543
2050-07-17 09:00:00,4738,20215.167187571482,0.4544000000000001
2050-07-17 10:00:00,4739,20224.064708340655,0.4546
2050-07-17 11:00:00,4740,20246.3085102636,0.4551
2050-07-17 12:00:00,4741,20255.206031032772,0.4552999999999999
2050-07-17 13:00:00,4742,20192.923385648537,0.4539000000000001
2050-07-17 14:00:00,4743,19992.72916834204,0.4494000000000001
2050-07-17 15:00:00,4744,19667.969660267056,0.4421
2050-07-17 16:00:00,4745,19338.761391807482,0.4346999999999999
2050-07-17 17:00:00,4746,19120.772132962637,0.42980000000000007
2050-07-17 18:00:00,4747,19009.553123347912,0.42729999999999996
2050-07-17 19:00:00,4748,18951.719238348258,0.42599999999999993
2050-07-17 20:00:00,4749,18965.06551950203,0.42630000000000007
2050-07-17 21:00:00,4750,19200.849819885232,0.4316
2050-07-17 22:00:00,4751,19881.510158727317,0.44689999999999996
2050-07-17 23:00:00,4752,21282.86967987279,0.47840000000000005
2050-07-18 00:00:00,4753,33049.840897110145,0.7429
2050-07-18 01:00:00,4754,33049.840897110145,0.7429
2050-07-18 02:00:00,4755,33494.71693556903,0.7529
2050-07-18 03:00:00,4756,33147.7136255711,0.7451
2050-07-18 04:00:00,4757,33209.996270955344,0.7465
2050-07-18 05:00:00,4758,34562.419427870336,0.7769
2050-07-18 06:00:00,4759,37351.79218900751,0.8396
2050-07-18 07:00:00,4760,40732.850081294986,0.9155999999999999
2050-07-18 08:00:00,4761,43277.54102127979,0.9728000000000001
2050-07-18 09:00:00,4762,44265.16582665849,0.995
2050-07-18 10:00:00,4763,44291.85838896603,0.9956
2050-07-18 11:00:00,4764,44314.102190888974,0.9961000000000001
2050-07-18 12:00:00,4765,44487.603845887934,1.0
2050-07-18 13:00:00,4766,44487.603845887934,1.0
2050-07-18 14:00:00,4767,43909.2649958914,0.9870000000000001
2050-07-18 15:00:00,4768,42819.318701667136,0.9625
2050-07-18 16:00:00,4769,41444.6517428292,0.9316
2050-07-18 17:00:00,4770,40096.6773462988,0.9013000000000001
2050-07-18 18:00:00,4771,39126.84758245844,0.8795000000000001
2050-07-18 19:00:00,4772,38681.971543999556,0.8694999999999999
2050-07-18 20:00:00,4773,38548.508732461894,0.8665
2050-07-18 21:00:00,4774,38286.031869771155,0.8606
2050-07-18 22:00:00,4775,37400.72855323799,0.8407000000000001
2050-07-18 23:00:00,4776,35487.7615878648,0.7976999999999999
2050-07-19 00:00:00,4777,33049.840897110145,0.7429
2050-07-19 01:00:00,4778,33049.840897110145,0.7429
2050-07-19 02:00:00,4779,33494.71693556903,0.7529
2050-07-19 03:00:00,4780,33147.7136255711,0.7451
2050-07-19 04:00:00,4781,33209.996270955344,0.7465
2050-07-19 05:00:00,4782,34562.419427870336,0.7769
2050-07-19 06:00:00,4783,37351.79218900751,0.8396
2050-07-19 07:00:00,4784,40732.850081294986,0.9155999999999999
2050-07-19 08:00:00,4785,43277.54102127979,0.9728000000000001
2050-07-19 09:00:00,4786,44265.16582665849,0.995
2050-07-19 10:00:00,4787,44291.85838896603,0.9956
2050-07-19 11:00:00,4788,44314.102190888974,0.9961000000000001
2050-07-19 12:00:00,4789,44487.603845887934,1.0
2050-07-19 13:00:00,4790,44487.603845887934,1.0
2050-07-19 14:00:00,4791,43909.2649958914,0.9870000000000001
2050-07-19 15:00:00,4792,42819.318701667136,0.9625
2050-07-19 16:00:00,4793,41444.6517428292,0.9316
2050-07-19 17:00:00,4794,40096.6773462988,0.9013000000000001
2050-07-19 18:00:00,4795,39126.84758245844,0.8795000000000001
2050-07-19 19:00:00,4796,38681.971543999556,0.8694999999999999
2050-07-19 20:00:00,4797,38548.508732461894,0.8665
2050-07-19 21:00:00,4798,38286.031869771155,0.8606
2050-07-19 22:00:00,4799,37400.72855323799,0.8407000000000001
2050-07-19 23:00:00,4800,35487.7615878648,0.7976999999999999
2050-07-20 00:00:00,4801,33049.840897110145,0.7429
2050-07-20 01:00:00,4802,33049.840897110145,0.7429
2050-07-20 02:00:00,4803,33494.71693556903,0.7529
2050-07-20 03:00:00,4804,33147.7136255711,0.7451
2050-07-20 04:00:00,4805,33209.996270955344,0.7465
2050-07-20 05:00:00,4806,34562.419427870336,0.7769
2050-07-20 06:00:00,4807,37351.79218900751,0.8396
2050-07-20 07:00:00,4808,40732.850081294986,0.9155999999999999
2050-07-20 08:00:00,4809,43277.54102127979,0.9728000000000001
2050-07-20 09:00:00,4810,44265.16582665849,0.995
2050-07-20 10:00:00,4811,44291.85838896603,0.9956
2050-07-20 11:00:00,4812,44314.102190888974,0.9961000000000001
2050-07-20 12:00:00,4813,44487.603845887934,1.0
2050-07-20 13:00:00,4814,44487.603845887934,1.0
2050-07-20 14:00:00,4815,43909.2649958914,0.9870000000000001
2050-07-20 15:00:00,4816,42819.318701667136,0.9625
2050-07-20 16:00:00,4817,41444.6517428292,0.9316
2050-07-20 17:00:00,4818,40096.6773462988,0.9013000000000001
2050-07-20 18:00:00,4819,39126.84758245844,0.8795000000000001
2050-07-20 19:00:00,4820,38681.971543999556,0.8694999999999999
2050-07-20 20:00:00,4821,38548.508732461894,0.8665
2050-07-20 21:00:00,4822,38286.031869771155,0.8606
2050-07-20 22:00:00,4823,37400.72855323799,0.8407000000000001
