LOAD_AREA,Total_VMT,HD_VMT,LD_VMT
ID_E,4193506803.012521,508853952.684228,3684652850.328293
ID_S_OR_E,9638916485.728716,1108539991.5595856,8530376494.16913
MT_NW,949449.344174929,262505.8175511826,686943.5266237464
MT_SW,51104246.86157361,7724180.05518469,43380066.806388915
NV_N,935.362586304654,85.03296239133219,850.3296239133218
UT_N,80260.4234122689,18493.76080126498,61766.662611003914
WA_ID_AVA,3425921217.7599664,335077574.9634813,3090843642.796485
