registry_id,primary_name,latitude83,longitude83,naics_code,inWECC,inGHGRP
110004772773,TOSOH QUARTZ GROUP,45.52886,-122.82601,327212,True,False
110069459106,FOURTH DIMENSION STUDIOS,45.5326,-122.68857,327212,True,False
110070346992,317720090 - TOSOH QUARTZ INC,45.52886,-122.82601,327212,True,False
110070342083,317715297 - TOSOH QUARTZ INC,45.52886,-122.82601,327212,True,False
110071163312,PRECISION COLORED GLASS LLP,45.46353,-122.6368,327212,True,False
110002568757,POLYMICRO TECHNOLOGIES,33.482634,-112.13133,327212,True,False
110002568757,POLYMICRO TECHNOLOGIES,33.482634,-112.13133,327212,True,False
110070289102,"EXOTIC PEBBLES & AGGREGATES, LLC",33.433152,-112.069253,327212,True,False
110071745839,AMP INCORPORATED,37.44447,-122.1176,327212,True,False
110002810245,G M ASSOCIATES,37.7269,-122.19661,327212,True,False
110070488830,GM ASSOCIATES INC,37.726893,-122.196576,327212,True,False
110066619127,G M ASSOCIATESNA INC,37.72633,-122.1958,327212,True,False
110065127874,STRATEGIC MATERIALS INC,37.6339,-120.93862,327212,True,False
110001168012,ALLIED SIGNAL INC,37.41758,-121.88878,327212,True,False
110070327722,CHRIS HURLEY,42.35587,-122.87033,327212,True,False
110070276542,"HOT ISLAND GLASS, LTD.",20.85547,-156.31153,327212,False,False
110071773224,AAA GLASS CORP,34.01993,-118.211,327212,True,False
110071772834,HESSCO IND INC,33.91917,-117.9453,327212,True,False
110009531818,KTB AND FSK,33.92005,-117.94497,327212,True,False
110070276224,"WORCESTER GLASSWORKS, LLC",20.75925,-156.3273,327212,False,False
110042033108,LIBBEY GLASS INC,34.019721,-117.835281,327212,True,False
110042033108,LIBBEY GLASS INC,34.019721,-117.835281,327212,True,False
110066761007,STUDIO BEL VETRO INC,38.63009,-122.87714,327212,True,False
110071804275,FRESNO NEON SIGN,36.7721,-119.6865,327212,True,False
110055902019,HAYWARD QUARTZ TECHNOLOGY INC,37.50879,-121.95401,327212,True,False
110002914099,HAYWARD QUARTZ TECHNOLOGY,37.49759,-121.93335,327212,True,False
110002914099,HAYWARD QUARTZ TECHNOLOGY,37.49759,-121.93335,327212,True,False
110055902019,HAYWARD QUARTZ TECHNOLOGY INC,37.50879,-121.95401,327212,True,False
110002914099,HAYWARD QUARTZ TECHNOLOGY,37.49759,-121.93335,327212,True,False
110002684006,WEST COAST QUARTZ CORP,37.51295,-121.97493,327212,True,False
110055901966,HAYWARD QUARTZ,37.49693,-121.93168,327212,True,False
110055902037,HAYWARD QUARTZ TECHNOLOGY INC,37.50969,-121.95081,327212,True,False
110010487419,HOYA CORPORATION USA,37.50894,-121.94564,327212,True,False
110055901966,HAYWARD QUARTZ,37.49693,-121.93168,327212,True,False
110055902037,HAYWARD QUARTZ TECHNOLOGY INC,37.50969,-121.95081,327212,True,False
110055902019,HAYWARD QUARTZ TECHNOLOGY INC,37.50879,-121.95401,327212,True,False
110055902037,HAYWARD QUARTZ TECHNOLOGY INC,37.50969,-121.95081,327212,True,False
110002914099,HAYWARD QUARTZ TECHNOLOGY,37.49759,-121.93335,327212,True,False
110001727739,FIBERON INC,40.60354,-105.08309,327212,True,False
110001727739,FIBERON INC,40.60354,-105.08309,327212,True,False
110001727739,FIBERON INC,40.60354,-105.08309,327212,True,False
110070311212,WA317950357 - COVENANT ART GLASS INC,47.974907,-122.201405,327212,True,False
110070316023,EMRICH ALLAN STOVEL,44.04801,-123.15165,327212,True,False
110040890541,OWENS CORNING ELOY PLANT,32.7631,-111.58641,327212,True,False
110040890541,OWENS CORNING ELOY PLANT,32.7631,-111.58641,327212,True,False
110001725768,ROCKY MOUNTAIN SCIENTIFIC GLASS BLOWING,39.68039,-104.92884,327212,True,False
110001725768,ROCKY MOUNTAIN SCIENTIFIC GLASS BLOWING,39.68039,-104.92884,327212,True,False
110012701585,LUNDBERG STUDIOS,37.01129,-122.19098,327212,True,False
110000488106,HOLLINGSWORTH AND VOSE FIBER COMPANY,44.551337,-123.256533,327212,True,False
110015779111,CERAMIC DECORATING COMPANY,34.0036,-118.17415,327212,True,False
110012438683,GARNER GLASS,34.09278,-117.71929,327212,True,False
110071773896,RAINBOW FIBERGLASS,33.94995,-117.63105,327212,True,False
110021280184,ORIENT & FLUME ART GLASS,39.71751,-121.81989,327212,True,False
110071762235,ORIENT & FLUME ART GLASS,39.71799,-121.82084,327212,True,False
110071762235,ORIENT & FLUME ART GLASS,39.71799,-121.82084,327212,True,False
110000773351,SIGMA DESIGN,45.600961,-122.455672,327212,True,False
110000773351,SIGMA DESIGN,45.600961,-122.455672,327212,True,False
110065882860,"GLASSYBABY, LLC",37.852874,-122.294813,327212,True,False
110065882860,"GLASSYBABY, LLC",37.852874,-122.294813,327212,True,False
110070309056,WA317950067 - MOTHERSHIP GLASS LLC,48.78155,-122.45344,327212,True,False
110070309056,WA317950067 - MOTHERSHIP GLASS LLC,48.78155,-122.45344,327212,True,False
110009554801,CONTAINMENT SOLUTIONS INC,35.42981,-119.06432,327212,True,False
110009554801,CONTAINMENT SOLUTIONS INC,35.42981,-119.06432,327212,True,False
110009554801,CONTAINMENT SOLUTIONS INC,35.42981,-119.06432,327212,True,False
110009554801,CONTAINMENT SOLUTIONS INC,35.42981,-119.06432,327212,True,False
110071801759,CONTAINMENT SOLUTIONS INC.,35.4345,-119.06436,327212,True,False
110070449232,SIERRA PRECISION OPTICS INC,38.950771,-121.085491,327212,True,False
110065671375,TEXTILE PRODUCTS INC,33.84853,-117.9718,327212,True,False
110066450860,MAGIC GLASS ART INC,33.86246,-117.90803,327212,True,False
110043480382,500 EAST TEMPORARY CONCRETE BATCH PLANT,40.355833,-111.783889,327212,True,False
110001551829,CALMAT DBA VULCAN FORMERLY LAFARGE SOUTHWEST INC.,35.141673,-106.605564,327212,True,False
110070206778,WONIK QUARTZ INTERNATIONAL CORP,35.19903,-106.58362,327212,True,False
110001551829,CALMAT DBA VULCAN FORMERLY LAFARGE SOUTHWEST INC.,35.141673,-106.605564,327212,True,False
110022881461,OWENS-BROCKWAY GLASS - WINDSOR #28,40.45086,-104.91398,327213,True,False
110022881461,OWENS-BROCKWAY GLASS - WINDSOR #28,40.45086,-104.91398,327213,True,False
110064318723,OWENS-BROCKWAY GLASS - WINDSOR #28,40.461452,-104.849165,327213,True,False
110046291464,OWENS ILLINOIS PLANT 28,40.463888,-104.853611,327213,True,False
110000862059,"NOR-CAL BEVERAGE CO., INC.",38.56327,-121.53932,327213,True,False
110002139524,ANCHOR GLASS CONTAINER CORP,34.009092,-118.230291,327213,True,False
110071799147,OWENS-BROCKWAY GLASS CONTAINER,37.71515,-121.49157,327213,True,False
110071811140,OWENS-BROCKWAY GLASS CONTAINER,37.715147,-121.49157,327213,True,False
110071811140,OWENS-BROCKWAY GLASS CONTAINER,37.715147,-121.49157,327213,True,False
110002142226,THATCHER GLASS MFG CO (DART INDS),34.409,-118.53855,327213,True,False
110013955568,KERR GLASS MANUFACTURING CORP,33.7219,-117.85653,327213,True,False
110002644247,KERR,33.722247,-117.856177,327213,True,False
110002644247,KERR,33.722247,-117.856177,327213,True,False
110002429603,"STRATEGIC MATERIALS, INC",37.70279,-122.16973,327213,True,False
110001168824,LATCHFORD GLASS CO PLANT 1,37.70129,-122.17327,327213,True,False
110071772283,OWENS-BROCKWAY GLASS CONTAINER,34.03427,-117.72884,327213,True,False
110000783108,OWENS-BROCKWAY GLASS CONTAINER,34.033654,-117.72836,327213,True,False
110000783108,OWENS-BROCKWAY GLASS CONTAINER,34.033654,-117.72836,327213,True,False
110065297262,ENDPAK PACKAGING INC,33.97288,-118.10258,327213,True,False
110070447094,ACME VIAL & GLASS,35.614584,-120.652365,327213,True,False
110065591899,UPM RAFLATAC INC,34.05547,-117.54371,327213,True,False
110002147276,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 27,37.747848,-122.184504,327213,True,False
110056124153,OWENS-BROCKWAY GLASS,37.76824,-122.22724,327213,True,False
110056124153,OWENS-BROCKWAY GLASS,37.76824,-122.22724,327213,True,False
110056124153,OWENS-BROCKWAY GLASS,37.76824,-122.22724,327213,True,False
110056124153,OWENS-BROCKWAY GLASS,37.76824,-122.22724,327213,True,False
110056124153,OWENS-BROCKWAY GLASS,37.76824,-122.22724,327213,True,False
110002147276,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 27,37.747848,-122.184504,327213,True,False
110056124153,OWENS-BROCKWAY GLASS,37.76824,-122.22724,327213,True,False
110066603526,OWENS-BROCKWAY GLASS CONTAINERS OAKLAND,37.77007,-122.22711,327213,True,False
110000861194,SAINT-GOBAIN CONTAINERS,33.98938,-118.17826,327213,True,False
110000861194,SAINT-GOBAIN CONTAINERS,33.98938,-118.17826,327213,True,False
110071778090,SAINT-GOBAIN CONTAINERS LLC,33.9799,-118.17002,327213,True,False
110070314917,BOTTLES & WOOD LLC,36.11049,-115.1862,327213,True,False
110043882643,BENNU GLASS LLC,46.031638,-122.866164,327213,True,False
110043882643,BENNU GLASS LLC,46.031638,-122.866164,327213,True,False
110043882643,BENNU GLASS LLC,46.031638,-122.866164,327213,True,False
