LOAD_AREA,Total_VMT,HD_VMT,LD_VMT
ID_S_OR_E,148040.88648280938,212.1531193198169,147828.73336348956
OR_PDX,2692641473.464196,272859197.21184605,2419782276.2523503
OR_WA_BPA,5926754396.828876,778471773.3035355,5148282623.52534
WA_ID_AVA,5932555809.807609,598530104.9777075,5334025704.829901
WA_N_CEN,5316994904.564257,744650109.50594,4572344795.058317
WA_SEATAC,22717333954.954582,1813098520.4166284,20904235434.537952
WA_W,18318969407.610764,1774170683.3783221,16544798724.23244
