day_of_year,demand_mwh_baseline,demand_mwh_Iron_and_Steel,demand_mwh_Aluminum,demand_mwh_Cement,demand_mwh_Chemicals,demand_mwh_Refineries,demand_mwh_Glass,demand_mwh_Light_Duty_Transport,demand_mwh_Heavy_Duty_Transport,demand_mwh_aviation,demand_mwh_total
66,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,35858.491952936136,54091.86862996313,378506.8063972762,738729.4758841123
67,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36827.23326890972,55553.19724333959,377095.3863547028,739748.125770889
68,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38335.5414491945,57828.45088375669,298704.02919093973,665140.3304278278
69,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40588.862282243244,61227.545511831995,335218.1168675377,707306.8335655499
70,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41217.49042851309,62175.818492037884,361590.57843350864,735256.1962579965
71,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37433.89883023412,54931.393995519764,352556.39799669426,638678.9290561297
72,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,39437.52050092441,57871.55435411784,360640.779684345,651707.0927730687
73,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36486.35634377202,53540.946354986285,360939.7359928581,721239.3475955534
74,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37472.05983922124,54987.39142847845,367252.3645538556,729984.1247254922
75,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,39006.77774688803,57239.47175387656,299212.2639098238,665730.8223145253
76,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41299.55310897991,60603.946817259595,343275.1327841916,715450.941614368
77,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41939.1882219855,61542.56169688982,371463.09664030746,745217.1554631196
78,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37696.652337250365,56760.95301567923,355648.57744063454,643863.4210272457
79,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,39714.33769452311,59799.03910514858,368556.849568013,661827.4646013662
80,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36742.45892424456,55324.1947713587,382020.2328269399,744359.19542648
81,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37735.08120342725,56818.81551342372,382541.9853615837,747368.1909823716
82,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,39280.571499894606,59145.90420059382,302735.86494418816,671434.6495486135
83,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41589.44015672776,62622.437328638676,334459.0629938199,708943.2493831231
84,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,42233.56495353346,63592.313954869096,362982.44614729617,739080.6339596356
85,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37933.97808552311,54604.15579679205,348633.5482219934,634928.92033799
86,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,39964.366127450965,57526.800984014786,364581.30543110124,655829.7107762485
87,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36973.777384026194,53221.9913536839,384219.30817249254,744687.3858141395
88,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37972.648887226234,54659.81964092727,362468.58439344686,725373.3618255372
89,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,39527.869083255384,56898.48383657754,286856.6250467892,653555.286870559
90,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41851.27361920969,60242.91599408611,308928.3093061264,681294.807823359
91,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,42499.45361428646,61175.9393418041,361549.17781950155,735496.879679529
92,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37476.278428139965,53146.45836609588,351593.0195552179,635972.9945831352
93,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,39482.16843537581,55991.08142628297,355690.64237816917,644921.1304735094
94,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36527.663211590174,51801.191802427835,345683.52874428127,704284.692662236
95,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37514.48263989962,53200.636223653804,368170.97685481276,729158.4046223031
96,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,39050.93802963103,55379.53765951826,294780.5589278329,659483.3435209191
97,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41346.30908442311,58634.68778176782,340733.8776725517,710987.1834426795
98,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41986.66833997711,59542.803396422234,359979.60122560733,731781.3818659435
99,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37319.47391588833,52700.22445873992,349757.4855670055,633534.4221753152
100,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,39316.97107790561,55520.963194324264,353221.4269755299,641816.5994814413
101,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36374.82780066301,51366.253164288224,383291.4186895076,741304.8085583957
102,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37357.51827738958,52753.94742244764,377095.0347097759,737478.8093135499
103,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38887.544983481945,54914.55413592869,280364.0689845957,644438.4770079432
104,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41173.311975283264,58142.37302289487,332248.0294916097,701836.0233937248
105,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41810.99190340816,59042.86382130534,370656.40586893406,741782.5704975844
106,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37010.10285117565,50945.0377564731,348100.8081096713,629813.1869510015
107,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,38991.04115641037,53671.83148195331,358620.88323156635,645040.9941036116
108,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36073.28766559052,49655.49452093908,389722.2427501084,745723.3338405748
109,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37047.83183243734,50996.97147103674,376031.6120883761,734348.724295787
110,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38565.17491945808,53085.61894314303,266488.5358502561,628411.6386167941
111,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40831.99335454789,56205.934971327944,336861.3978066984,704171.6350365111
112,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41464.387042069444,57076.43482584555,363552.60735895025,732365.738130802
113,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,36357.457043425624,51614.38861750705,352699.02701533725,634428.1109099514
114,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,38303.462965858766,54377.00882989138,365885.5736689116,652323.2836983432
115,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,35437.16190119101,50307.9024781485,393018.8550692647,749036.2283525411
116,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36394.52070199015,51667.004672845986,370773.9619996538,729107.7962784269
117,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37885.106565215945,53783.09422852739,278712.1373187086,640652.6470163888
118,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40111.951332722594,56944.40710963737,331638.1978754369,698966.8652217337
119,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40733.193224998715,57826.34418852089,361466.8937968041,730298.7401142606
120,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,36552.40319379252,53488.571028402126,347435.770166948,631233.9826228241
121,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,38508.84346433522,56351.505404118,360738.966247125,649356.5533492598
122,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,35627.1734931545,52134.64475833487,381375.5737980873,739409.7009535136
123,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36589.66558511074,53543.097637911866,363544.77039910626,723949.8425260657
124,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38088.24386583373,55736.0250276036,277548.90202663816,641645.4798240124
125,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40327.02881976132,59012.12909690374,331283.62591786945,700895.0927384713
126,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40951.601767760105,59926.090404011855,361384.0017397743,732534.0028154831
127,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,36777.0150626935,54098.42403512195,353668.3995433452,638301.0768748422
128,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,38745.477516927655,56994.00032112823,364678.59767623193,654175.3137479693
129,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,35846.09989259069,52729.06089712567,391047.6712195695,749895.1409132227
130,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36814.5064287062,54153.572332893615,381899.33592657023,743139.723592107
131,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38322.293364371595,56371.502509842685,284767.39259608474,649733.4973742359
132,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40574.83548961028,59684.959267363425,319056.1394517336,689588.2431126442
133,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41203.24639311561,60609.34115667161,358841.08001866,730925.9764723841
134,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,37722.08009599387,55333.00451214013,359097.86186937254,645910.1847111881
135,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,39741.126455193946,58294.66076288068,364701.7169169633,656494.7423687194
136,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,36767.24304493544,53932.39112931193,381616.9098328634,742588.8529110476
137,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37760.53488383428,55389.411349564,380789.03099305794,744211.2861303932
138,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,39307.0676695404,57657.95692510717,288294.5988853453,655531.9323839297
139,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,41617.49374199368,61047.03010024525,342650.2547355111,715587.0874816868
140,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,42262.05302432842,61992.50731449502,369160.7371005308,743687.6063432912
141,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,38285.728748141635,55764.36395591757,368323.0644135945,656130.3953513352
142,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,40334.943983397614,58749.108387107444,368662.7985562974,661504.089160484
143,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37316.62438691684,54352.831812846896,395088.84259880206,757030.6077025027
144,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38324.75813285686,55821.21052406329,373335.91960155923,737754.1971624163
145,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,39894.39943002225,58107.44099791044,279861.97774950555,648136.1270813751
146,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,42239.34821538826,61522.934367155765,286003.24812377495,660037.8396102558
147,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,42893.53859361678,62475.782237108026,330232.5084429902,705874.1381776519
148,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,38442.53326039326,55318.1300485616,335707.7234217263,623225.6249643627
149,113418.64219155205,4275.555527603537,788.3721622608745,14576.53875806773,5853.199041809608,51110.39467494312,3734.5358774446195,40500.1413408678,58278.990155148735,360427.41592019395,652963.785649892
150,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,37469.45979784399,53917.893174707286,368283.70510762825,729943.3669841164
151,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,38481.7224953669,55374.52172285713,368983.66497939883,733112.2181015597
152,113418.64219155205,8347.626107199316,1539.223616999016,28459.34164668671,11427.828925760738,99788.31105883337,7291.335356905686,40057.79247617132,57642.457474320865,286355.48028896726,654328.0391433963
