day_of_year,demand_mwh_baseline,demand_mwh_Iron_and_Steel,demand_mwh_Aluminum,demand_mwh_Cement,demand_mwh_Chemicals,demand_mwh_Refineries,demand_mwh_Glass,demand_mwh_Light_Duty_Transport,demand_mwh_Heavy_Duty_Transport,demand_mwh_aviation,demand_mwh_total
60,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,71796.347868106,112148.66835616023,696572.6132340118,1216566.3905806441
61,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,74736.86251424579,116741.86332255571,516925.4775810272,1044452.9645401948
62,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,79129.81284007426,123603.8254610342,634877.0596314749,1173659.4590549497
63,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,80355.35168899385,125518.16265934853,678175.7359071592,1220098.0113778678
64,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,73579.4578841305,110993.24722300797,665383.5931179507,1071232.4533420724
65,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,77517.74379452615,116934.07489586443,686681.701902901,1102409.6757102748
66,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,71716.98390587227,108183.73725992626,733344.3342528621,1249293.8165410268
67,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,73654.46653781943,111106.39448667919,730850.4156830845,1251660.0378299493
68,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,76671.082898389,115656.90176751338,578772.5241714073,1107149.2699596758
69,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,81177.72456448649,122455.09102366399,649244.8768477591,1188926.4535582757
70,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,82434.98085702618,124351.63698407577,700593.3569721979,1243428.7359356661
71,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,74867.79766046823,109862.78799103953,683118.6268920368,1089125.3676605278
72,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,78875.04100184882,115743.10870823568,698927.4790588504,1114821.783885918
73,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,72972.71268754404,107081.89270997257,700298.1252516009,1216401.4917714838
74,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,74944.11967844248,109974.7828569569,711046.2027611446,1232013.8664189102
75,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,78013.55549377606,114478.94350775312,579213.3638360614,1107754.6239599567
76,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,82599.10621795982,121207.89363451919,664648.9630332683,1204504.7240081136
77,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,83878.376443971,123085.12339377964,720041.3437251222,1263053.604685239
78,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,75393.30467450073,113521.90603135846,689296.9137276091,1099488.2795504516
79,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,79428.67538904621,119598.07821029716,714560.8758578195,1134863.784574146
80,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,73484.91784848912,110648.3895427174,740092.7500285554,1260274.818542128
81,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,75470.1624068545,113637.63102684743,741312.1690766902,1266468.7236327585
82,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,78561.14299978921,118291.80840118763,585998.1452177115,1118899.8577410546
83,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,83178.88031345552,125244.87465727735,647602.193258524,1192074.709351623
84,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,84467.12990706692,127184.62790973819,703187.3610385545,1250887.879977726
85,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,75867.95617104621,109208.3115935841,675775.7829236876,1082128.2058053012
86,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,79928.73225490193,115053.60196802957,706418.5477982371,1122677.0371381517
87,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,73947.55476805239,106443.9827073678,744823.971998829,1261264.2705966155
88,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,75945.29777445247,109319.63928185454,701829.7505303833,1223143.4487090565
89,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,79055.73816651077,113796.96767315509,554974.6569727187,1083876.1239347507
90,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,83702.54723841939,120485.83198817221,597954.1004974069,1138191.2408463648
91,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,84998.9072285729,122351.8786836082,700370.2736064183,1243769.8206409654
92,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,74952.55685627993,106292.91673219176,681443.5355483035,1083965.1642537585
93,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,78964.33687075162,111982.16285256595,689257.6926575853,1101480.347497886
94,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,73055.32642318035,103602.38360485567,670507.6349698077,1183214.10612021
95,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,75028.96527979925,106401.27244730761,713684.3220507972,1231163.3209002702
96,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,78101.87605926205,110759.07531903652,570646.3774465548,1095556.0899472195
97,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,82692.61816884622,117269.37556353564,660108.628889289,1196119.383744037
98,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,83973.33667995421,119085.60679284447,697466.4794710355,1236574.1840662004
99,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,74638.94783177666,105400.44891747984,677999.018420114,1079314.5702863536
100,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,78633.94215581122,111041.92638864853,684600.5466328767,1095552.5702943197
101,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,72749.65560132603,102732.50632857645,743006.6717249664,1254537.594777235
102,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,74715.03655477916,105507.89484489529,730901.7160340211,1247173.4085560618
103,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,77775.08996696389,109829.10827185737,542873.9680215975,1066526.927382785
104,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,82346.62395056653,116284.74604578974,643727.007641288,1178407.1387600105
105,100768.26105378897,12521.439160798973,2308.835425498524,42689.01247003006,17141.743388641105,149682.46658825007,10937.003035358528,83621.98380681632,118085.72764261068,718106.433112173,1255862.9056839664
106,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,74020.2057023513,101890.0755129462,674738.3456645607,1071924.7819968415
107,100768.26105378897,6413.333291405304,1182.5582433913119,21864.808137101594,8779.798562714412,76665.5920124147,5601.803816166928,77982.08231282074,107343.66296390662,695073.5952078432,1101675.495601554
